Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Los Angeles County, CA",6037,Assault by other and unspecified firearm discharge,X95,592,9700359,6.1
,"Los Angeles County, CA",6037,Assault by sharp object,X99,85,9700359,0.9
,"Los Angeles County, CA",6037,Assault by unspecified means,Y09,52,9700359,0.5
,"Los Angeles County, CA",6037,Sequelae of assault,Y87.1,17,9700359,Unreliable
,"Orange County, CA",6059,Assault by handgun discharge,X93,19,2931629,Unreliable
,"Orange County, CA",6059,Assault by other and unspecified firearm discharge,X95,24,2931629,0.8
,"Orange County, CA",6059,Assault by sharp object,X99,18,2931629,Unreliable
,"Riverside County, CA",6065,Assault by other and unspecified firearm discharge,X95,63,2075183,3
,"Riverside County, CA",6065,Assault by sharp object,X99,17,2075183,Unreliable
,"Riverside County, CA",6065,Assault by unspecified means,Y09,12,2075183,Unreliable
,"Sacramento County, CA",6067,Assault by handgun discharge,X93,23,1381161,1.7
,"Sacramento County, CA",6067,Assault by other and unspecified firearm discharge,X95,35,1381161,2.5
,"Sacramento County, CA",6067,Assault by sharp object,X99,17,1381161,Unreliable
,"Sacramento County, CA",6067,Assault by unspecified means,Y09,12,1381161,Unreliable
,"San Bernardino County, CA",6071,Assault by handgun discharge,X93,11,1992161,Unreliable
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,106,1992161,5.3
,"San Bernardino County, CA",6071,Assault by sharp object,X99,16,1992161,Unreliable
,"San Bernardino County, CA",6071,Assault by unspecified means,Y09,22,1992161,1.1
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,64,2975742,2.2
,"San Diego County, CA",6073,Assault by sharp object,X99,23,2975742,0.8
,"San Diego County, CA",6073,Assault by unspecified means,Y09,15,2975742,Unreliable
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,48,778673,6.2
,"San Francisco County, CA",6075,Assault by sharp object,X99,11,778673,Unreliable
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,32,668080,4.8
,"San Mateo County, CA",6081,Assault by other and unspecified firearm discharge,X95,13,693849,Unreliable
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,20,1712026,1.2
,"Santa Clara County, CA",6085,Assault by sharp object,X99,14,1712026,Unreliable
,"Solano County, CA",6095,Assault by handgun discharge,X93,16,408243,Unreliable
,"Solano County, CA",6095,Assault by other and unspecified firearm discharge,X95,20,408243,4.9
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,25,422140,5.9
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,31,564395,5.5
,"Denver County, CO",8031,Assault by unspecified means,Y09,10,564395,Unreliable
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,13,586783,Unreliable
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,15,897498,Unreliable
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,30,884548,3.4
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,12,853598,Unreliable
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,21,530555,4
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,128,574404,22.3
,"District of Columbia, DC",11001,Assault by sharp object,X99,20,574404,3.5
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,25,539719,4.6
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,74,1720825,4.3
,"Broward County, FL",12011,Assault by sharp object,X99,17,1720825,Unreliable
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,119,851033,14
,"Escambia County, FL",12033,Assault by other and unspecified firearm discharge,X95,14,297393,Unreliable
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,30,1184686,2.5
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,18,1184686,Unreliable
,"Hillsborough County, FL",12057,Assault by sharp object,X99,13,1184686,Unreliable
,"Lee County, FL",12071,Assault by handgun discharge,X93,12,604716,Unreliable
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,23,604716,3.8
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,199,2415576,8.2
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,10,2415576,Unreliable
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,13,2415576,Unreliable
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,78,1100663,7.1
,"Orange County, FL",12095,Assault by unspecified means,Y09,11,1100663,Unreliable
,"Osceola County, FL",12097,Assault by other and unspecified firearm discharge,X95,14,253722,Unreliable
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,68,1286586,5.3
,"Palm Beach County, FL",12099,Assault by unspecified means,Y09,13,1286586,Unreliable
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,13,453579,Unreliable
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,34,918624,3.7
,"Pinellas County, FL",12103,Assault by unspecified means,Y09,10,918624,Unreliable
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,17,585982,Unreliable
,"Sarasota County, FL",12115,Assault by other and unspecified firearm discharge,X95,10,375325,Unreliable
,"Seminole County, FL",12117,Assault by other and unspecified firearm discharge,X95,14,413571,Unreliable
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,12,498935,Unreliable
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,18,154286,Unreliable
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,16,251981,Unreliable
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,23,260441,8.8
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,23,670438,3.4
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,92,680962,13.5
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,113,869329,13
,"Fulton County, GA",13121,Assault by sharp object,X99,11,869329,Unreliable
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,44,764129,5.8
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,16,184704,Unreliable
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,18,196483,Unreliable
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,22,5154235,0.4
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,407,5154235,7.9
,"Cook County, IL",17031,Assault by sharp object,X99,56,5154235,1.1
,"Cook County, IL",17031,Assault by unspecified means,Y09,44,5154235,0.9
,"Kane County, IL",17089,Assault by other and unspecified firearm discharge,X95,10,495752,Unreliable
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,10,184048,Unreliable
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,46,264764,17.4
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,11,664048,Unreliable
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,15,293991,Unreliable
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,20,349534,5.7
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,85,493403,17.2
,"Lake County, IN",18089,Assault by unspecified means,Y09,12,493403,Unreliable
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,72,883591,8.1
,"Marion County, IN",18097,Assault by unspecified means,Y09,26,883591,2.9
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,26,478479,5.4
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,17,154267,Unreliable
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,57,723040,7.9
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,25,251760,9.9
,"Calcasieu Parish, LA",22019,Assault by other and unspecified firearm discharge,X95,10,187081,Unreliable
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,74,433344,17.1
,"East Baton Rouge Parish, LA",22033,Assault by sharp object,X99,12,433344,Unreliable
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,60,432683,13.9
,"Lafayette Parish, LA",22055,Assault by other and unspecified firearm discharge,X95,11,211826,Unreliable
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,169,268751,62.9
,"Tangipahoa Parish, LA",22105,Assault by other and unspecified firearm discharge,X95,12,116792,Unreliable
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,15,520503,Unreliable
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,33,796073,4.1
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,12,931694,Unreliable
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,107,849916,12.6
,"Prince George's County, MD",24033,Assault by sharp object,X99,17,849916,Unreliable
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,214,620306,34.5
,"Baltimore city, MD",24510,Assault by sharp object,X99,21,620306,3.4
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,18,620306,Unreliable
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,10,730664,Unreliable
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,10,461434,Unreliable
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,48,693368,6.9
,"Suffolk County, MA",25025,Assault by sharp object,X99,10,693368,Unreliable
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,29,438109,6.6
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,12,598077,Unreliable
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,17,835703,Unreliable
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,29,1199862,2.4
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,20,203144,9.8
,"Wayne County, MI",26163,"Assault by hanging, strangulation and suffocation",X91,10,1900992,Unreliable
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,13,1900992,Unreliable
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,323,1900992,17
,"Wayne County, MI",26163,Assault by sharp object,X99,28,1900992,1.5
,"Wayne County, MI",26163,Assault by other specified means,Y08,27,1900992,1.4
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,34,1126585,3
,"Hennepin County, MN",27053,Assault by unspecified means,Y09,11,1126585,Unreliable
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,10,499605,Unreliable
,"Hinds County, MS",28049,Assault by handgun discharge,X93,38,246546,15.4
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,44,662995,6.6
,"Jackson County, MO",29095,Assault by sharp object,X99,11,662995,Unreliable
,"Jackson County, MO",29095,Assault by unspecified means,Y09,19,662995,Unreliable
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,55,999389,5.5
,"St. Louis County, MO",29189,Assault by unspecified means,Y09,11,999389,Unreliable
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,87,317959,27.4
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,31,498743,6.2
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,106,1867817,5.7
,"Clark County, NV",32003,Assault by sharp object,X99,13,1867817,Unreliable
,"Clark County, NV",32003,Assault by unspecified means,Y09,14,1867817,Unreliable
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,14,408724,Unreliable
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,10,272303,Unreliable
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,38,513546,7.4
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,102,778996,13.1
,"Essex County, NJ",34013,Assault by unspecified means,Y09,12,778996,Unreliable
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,16,613637,Unreliable
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,16,363088,Unreliable
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,12,492886,Unreliable
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,21,524960,4
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,17,638978,Unreliable
,"Bernalillo County, NM",35001,Assault by sharp object,X99,10,638978,Unreliable
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,72,1354056,5.3
,"Bronx County, NY",36005,Assault by sharp object,X99,27,1354056,2
,"Bronx County, NY",36005,Assault by unspecified means,Y09,14,1354056,Unreliable
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,40,921887,4.3
,"Erie County, NY",36029,Assault by unspecified means,Y09,10,921887,Unreliable
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,159,2441324,6.5
,"Kings County, NY",36047,Assault by sharp object,X99,29,2441324,1.2
,"Kings County, NY",36047,Assault by unspecified means,Y09,15,2441324,Unreliable
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,37,739249,5
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,18,1322048,Unreliable
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,34,1581402,2.1
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,54,2177351,2.5
,"Queens County, NY",36081,Assault by sharp object,X99,10,2177351,Unreliable
,"Queens County, NY",36081,Assault by unspecified means,Y09,12,2177351,Unreliable
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,16,1475255,Unreliable
,"Suffolk County, NY",36103,Assault by sharp object,X99,10,1475255,Unreliable
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,13,933414,Unreliable
,"Buncombe County, NC",37021,Assault by other and unspecified firearm discharge,X95,10,230766,Unreliable
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,15,308284,Unreliable
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,18,252796,Unreliable
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,17,338638,Unreliable
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,32,468466,6.8
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,59,862177,6.8
,"Mecklenburg County, NC",37119,Assault by sharp object,X99,10,862177,Unreliable
,"New Hanover County, NC",37129,Assault by other and unspecified firearm discharge,X95,10,194339,Unreliable
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,25,130453,19.2
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,15,821607,Unreliable
,"Wake County, NC",37183,Assault by sharp object,X99,10,821607,Unreliable
,"Wayne County, NC",37191,Assault by other and unspecified firearm discharge,X95,13,118942,Unreliable
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,102,1301540,7.8
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,18,1301540,Unreliable
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,22,1301540,1.7
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,58,1127174,5.1
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,14,801815,Unreliable
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,50,801815,6.2
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,10,445482,Unreliable
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,34,243453,14
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,37,540667,6.8
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,11,544275,Unreliable
,"Trumbull County, OH",39155,Assault by other and unspecified firearm discharge,X95,11,214296,Unreliable
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,26,695706,3.7
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,15,695706,Unreliable
,"Oklahoma County, OK",40109,Assault by sharp object,X99,10,695706,Unreliable
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,30,582094,5.2
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,72,1222482,5.9
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,13,263096,Unreliable
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,38,554916,6.8
,"Lehigh County, PA",42077,Assault by other and unspecified firearm discharge,X95,10,340848,Unreliable
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,302,1493309,20.2
,"Philadelphia County, PA",42101,Assault by sharp object,X99,31,1493309,2.1
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,16,1493309,Unreliable
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,12,629110,Unreliable
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,37,337147,11
,"Dorchester County, SC",45035,Assault by other and unspecified firearm discharge,X95,10,126324,Unreliable
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,15,427970,Unreliable
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,10,252464,Unreliable
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,34,366111,9.3
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,13,274215,Unreliable
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,55,605031,9.1
,"Davidson County, TN",47037,Assault by unspecified means,Y09,11,605031,Unreliable
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,12,324784,Unreliable
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,17,419096,Unreliable
,"Montgomery County, TN",47125,Assault by other and unspecified firearm discharge,X95,11,160642,Unreliable
,"Rutherford County, TN",47149,Assault by other and unspecified firearm discharge,X95,10,243953,Unreliable
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,128,921119,13.9
,"Shelby County, TN",47157,Assault by sharp object,X99,17,921119,Unreliable
,"Shelby County, TN",47157,Assault by unspecified means,Y09,17,921119,Unreliable
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,15,287752,Unreliable
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,81,1615210,5
,"Bexar County, TX",48029,Assault by sharp object,X99,14,1615210,Unreliable
,"Bexar County, TX",48029,Assault by unspecified means,Y09,27,1615210,1.7
,"Brazoria County, TX",48039,Assault by other and unspecified firearm discharge,X95,10,293296,Unreliable
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,184,2291891,8
,"Dallas County, TX",48113,Assault by sharp object,X99,15,2291891,Unreliable
,"Dallas County, TX",48113,Assault by unspecified means,Y09,35,2291891,1.5
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,18,516564,Unreliable
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,21,3863344,0.5
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,276,3863344,7.1
,"Harris County, TX",48201,Assault by sharp object,X99,38,3863344,1
,"Harris County, TX",48201,Assault by unspecified means,Y09,31,3863344,0.8
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,13,715264,Unreliable
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,17,247629,Unreliable
,"McLennan County, TX",48309,Assault by other and unspecified firearm discharge,X95,10,226741,Unreliable
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,11,330512,Unreliable
,"Tarrant County, TX",48439,Assault by handgun discharge,X93,13,1707157,Unreliable
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,39,1707157,2.3
,"Tarrant County, TX",48439,Assault by sharp object,X99,10,1707157,Unreliable
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,11,1707157,Unreliable
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,18,955399,Unreliable
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,25,983719,2.5
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,10,304636,Unreliable
,"Fairfax County, VA",51059,Assault by other and unspecified firearm discharge,X95,12,1027727,Unreliable
,"Montgomery County, VA",51121,Assault by other and unspecified firearm discharge,X95,10,91548,Unreliable
,"Prince William County, VA",51153,Assault by other and unspecified firearm discharge,X95,11,368016,Unreliable
,"Newport News city, VA",51700,Assault by handgun discharge,X93,20,182528,11
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,27,241248,11.2
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,47,200201,23.5
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,46,1847986,2.5
,"King County, WA",53033,Assault by sharp object,X99,10,1847986,Unreliable
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,21,772484,2.7
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,78,931453,8.4
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,12,931453,Unreliable
---,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,
Query Parameters:,,,,,,,
Injury Intent: Homicide,,,,,,,
Year/Month: 2007,,,,,,,
Group By: County; Cause of death,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: Disabled,,,,,,,
Show Suppressed: False,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Oct 9, 2019 5:58:46 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as",,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 9, 2019 5:58:46 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
"1. Selections made to any variable in [ICD-10 Codes, Injury Intent] cause equivalent selections in the other variables. More",,,,,,,
Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables.,,,,,,,
"2. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,
not be available.,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,,
"2. Deaths for Allen Parish, Louisiana are under reported in years 2006 through 2008. See Caveats below for more information.",,,,,,,
---,,,,,,,
Caveats:,,,,,,,
"1. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,,
"2. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,,
"3. Deaths for Allen Parish, Louisiana (FIPS code 22003] in years 2006 through 2008 are under reported due to problems with",,,,,,,
registering the deaths with the Louisiana Vital Statistics Office.,,,,,,,
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,
5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,
24005).,,,,,,,
6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,
7. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,
"8. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017",,,,,,,
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July",,,,,,,
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for",,,,,,,
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS",,,,,,,
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
