Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,18,388743,Unreliable
,"Ventura County, CA",6111,Assault by handgun discharge,X93,18,788070,Unreliable
,"Ventura County, CA",6111,Assault by other and unspecified firearm discharge,X95,13,788070,Unreliable
,"Adams County, CO",8001,Assault by other and unspecified firearm discharge,X95,15,377464,Unreliable
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,17,513690,Unreliable
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,36,552588,6.5
,"Denver County, CO",8031,Assault by sharp object,X99,11,552588,Unreliable
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,15,547549,Unreliable
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,16,896342,Unreliable
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,29,873335,3.3
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,13,514769,Unreliable
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,152,568502,26.7
,"District of Columbia, DC",11001,Assault by sharp object,X99,22,568502,3.9
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,16,504847,Unreliable
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,54,1707543,3.2
,"Broward County, FL",12011,Assault by sharp object,X99,16,1707543,Unreliable
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,78,809633,9.6
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,30,1077462,2.8
,"Hillsborough County, FL",12057,Assault by sharp object,X99,10,1077462,Unreliable
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,11,497662,Unreliable
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,150,2336070,6.4
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,20,2336070,0.9
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,23,2336070,1
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,47,979227,4.8
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,45,1218100,3.7
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,10,383238,Unreliable
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,31,926266,3.3
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,14,513058,Unreliable
,"St. Lucie County, FL",12111,Assault by other and unspecified firearm discharge,X95,12,214924,Unreliable
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,11,466074,Unreliable
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,12,153697,Unreliable
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,27,237348,11.4
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,23,252631,9.1
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,19,634638,Unreliable
,"Cobb County, GA",13067,Sequelae of assault,Y87.1,15,634638,Unreliable
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,62,668148,9.3
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,84,812568,10.3
,"Fulton County, GA",13121,Assault by sharp object,X99,19,812568,Unreliable
,"Fulton County, GA",13121,Assault by unspecified means,Y09,10,812568,Unreliable
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,28,663391,4.2
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,19,196958,Unreliable
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,27,5294739,0.5
,"Cook County, IL",17031,Assault by handgun discharge,X93,11,5294739,Unreliable
,"Cook County, IL",17031,"Assault by rifle, shotgun and larger firearm discharge",X94,10,5294739,Unreliable
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,568,5294739,10.7
,"Cook County, IL",17031,"Assault by smoke, fire and flames",X97,11,5294739,Unreliable
,"Cook County, IL",17031,Assault by sharp object,X99,70,5294739,1.3
,"Cook County, IL",17031,Assault by other specified means,Y08,17,5294739,Unreliable
,"Cook County, IL",17031,Assault by unspecified means,Y09,41,5294739,0.8
,"Cook County, IL",17031,Sequelae of assault,Y87.1,11,5294739,Unreliable
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,10,258448,Unreliable
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,14,579547,Unreliable
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,16,339569,Unreliable
,"Elkhart County, IN",18039,Assault by other and unspecified firearm discharge,X95,11,187149,Unreliable
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,75,485596,15.4
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,74,868576,8.5
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,14,264762,Unreliable
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,16,462442,Unreliable
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,12,170854,Unreliable
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,21,156276,13.4
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,31,703970,4.4
,"Bossier Parish, LA",22015,Assault by other and unspecified firearm discharge,X95,10,103088,Unreliable
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,41,248346,16.5
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,35,412553,8.5
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,49,454533,10.8
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,216,492187,43.9
,"Orleans Parish, LA",22071,Assault by sharp object,X99,14,492187,Unreliable
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,15,507769,Unreliable
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,26,777756,3.3
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,14,910498,Unreliable
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,115,837648,13.7
,"Prince George's County, MD",24033,Assault by sharp object,X99,20,837648,2.4
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,13,837648,Unreliable
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,179,629033,28.5
,"Baltimore city, MD",24510,Assault by sharp object,X99,29,629033,4.6
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,20,697080,2.9
,"Suffolk County, MA",25025,Assault by sharp object,X99,12,697080,Unreliable
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,21,441689,4.8
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,12,815982,Unreliable
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,25,1201756,2.1
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,16,208755,Unreliable
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,19,2006154,Unreliable
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,319,2006154,15.9
,"Wayne County, MI",26163,Assault by sharp object,X99,29,2006154,1.4
,"Wayne County, MI",26163,Assault by other specified means,Y08,20,2006154,1
,"Wayne County, MI",26163,Assault by unspecified means,Y09,10,2006154,Unreliable
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,41,1119458,3.7
,"Hennepin County, MN",27053,Assault by unspecified means,Y09,12,1119458,Unreliable
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,10,191290,Unreliable
,"Hinds County, MS",28049,Assault by handgun discharge,X93,27,247449,10.9
,"Washington County, MS",28151,Assault by other and unspecified firearm discharge,X95,11,58072,Unreliable
,"Jackson County, MO",29095,Assault by handgun discharge,X93,32,658914,4.9
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,32,658914,4.9
,"Jackson County, MO",29095,Assault by unspecified means,Y09,10,658914,Unreliable
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,38,1011678,3.8
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,47,334893,14
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,22,476701,4.6
,"Clark County, NV",32003,"Assault by hanging, strangulation and suffocation",X91,15,1584166,Unreliable
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,100,1584166,6.3
,"Clark County, NV",32003,Assault by sharp object,X99,24,1584166,1.5
,"Clark County, NV",32003,Assault by unspecified means,Y09,15,1584166,Unreliable
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,11,263285,Unreliable
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,34,508563,6.7
,"Cumberland County, NJ",34011,Assault by other and unspecified firearm discharge,X95,10,148437,Unreliable
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,88,795167,11.1
,"Essex County, NJ",34013,Assault by sharp object,X99,26,795167,3.3
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,15,614813,Unreliable
,"Middlesex County, NJ",34023,Assault by other and unspecified firearm discharge,X95,12,775973,Unreliable
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,20,494915,4
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,16,527611,Unreliable
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,16,587049,Unreliable
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,17,587049,Unreliable
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,101,1362373,7.4
,"Bronx County, NY",36005,Assault by sharp object,X99,19,1362373,Unreliable
,"Bronx County, NY",36005,Assault by unspecified means,Y09,15,1362373,Unreliable
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,39,941846,4.1
,"Erie County, NY",36029,Assault by unspecified means,Y09,11,941846,Unreliable
,"Kings County, NY",36047,"Assault by hanging, strangulation and suffocation",X91,17,2472999,Unreliable
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,156,2472999,6.3
,"Kings County, NY",36047,Assault by sharp object,X99,35,2472999,1.4
,"Kings County, NY",36047,Assault by unspecified means,Y09,17,2472999,Unreliable
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,46,741671,6.2
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,18,1339761,Unreliable
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,40,1562154,2.6
,"New York County, NY",36061,Assault by sharp object,X99,14,1562154,Unreliable
,"New York County, NY",36061,Assault by unspecified means,Y09,10,1562154,Unreliable
,"Onondaga County, NY",36067,Assault by other and unspecified firearm discharge,X95,14,460961,Unreliable
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,73,2214608,3.3
,"Queens County, NY",36081,Assault by sharp object,X99,33,2214608,1.5
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,11,455939,Unreliable
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,16,1470849,Unreliable
,"Suffolk County, NY",36103,Assault by unspecified means,Y09,11,1470849,Unreliable
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,17,935799,Unreliable
,"Cleveland County, NC",37045,Assault by other and unspecified firearm discharge,X95,10,97241,Unreliable
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,14,303318,Unreliable
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,17,235570,Unreliable
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,16,316659,Unreliable
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,23,436327,5.3
,"Guilford County, NC",37081,Assault by sharp object,X99,12,436327,Unreliable
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,46,753991,6.1
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,18,125665,Unreliable
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,13,695746,Unreliable
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,49,1359929,3.6
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,17,1359929,Unreliable
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,10,1359929,Unreliable
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,72,1095250,6.6
,"Franklin County, OH",39049,Assault by sharp object,X99,12,1095250,Unreliable
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,35,825139,4.2
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,21,825139,2.5
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,11,453778,Unreliable
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,15,251696,Unreliable
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,27,551742,4.9
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,25,674571,3.7
,"Oklahoma County, OK",40109,Assault by sharp object,X99,11,674571,Unreliable
,"Oklahoma County, OK",40109,Assault by unspecified means,Y09,10,674571,Unreliable
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,51,568406,9
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,13,679348,Unreliable
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,71,1258420,5.6
,"Allegheny County, PA",42003,Assault by sharp object,X99,11,1258420,Unreliable
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,12,385846,Unreliable
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,23,552111,4.2
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,267,1493802,17.9
,"Philadelphia County, PA",42101,Assault by sharp object,X99,34,1493802,2.3
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,18,636149,Unreliable
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,27,321222,8.4
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,17,394242,Unreliable
,"Orangeburg County, SC",45075,Assault by other and unspecified firearm discharge,X95,11,91788,Unreliable
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,20,336273,5.9
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,14,260223,Unreliable
,"York County, SC",45091,Assault by other and unspecified firearm discharge,X95,12,177138,Unreliable
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,52,577231,9
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,17,313079,Unreliable
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,18,394263,Unreliable
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,106,906733,11.7
,"Shelby County, TN",47157,Assault by unspecified means,Y09,20,906733,2.2
,"Bexar County, TX",48029,"Assault by hanging, strangulation and suffocation",X91,10,1469623,Unreliable
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,59,1469623,4
,"Bexar County, TX",48029,Assault by sharp object,X99,15,1469623,Unreliable
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,186,2246432,8.3
,"Dallas County, TX",48113,Assault by sharp object,X99,17,2246432,Unreliable
,"Dallas County, TX",48113,Assault by unspecified means,Y09,28,2246432,1.2
,"El Paso County, TX",48141,Assault by other and unspecified firearm discharge,X95,12,705200,Unreliable
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,13,418747,Unreliable
,"Galveston County, TX",48167,Assault by other and unspecified firearm discharge,X95,13,265269,Unreliable
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,11,3586133,Unreliable
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,10,3586133,Unreliable
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,257,3586133,7.2
,"Harris County, TX",48201,Assault by sharp object,X99,37,3586133,1
,"Harris County, TX",48201,Assault by unspecified means,Y09,36,3586133,1
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,26,632475,4.1
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,13,250183,Unreliable
,"McLennan County, TX",48309,Assault by other and unspecified firearm discharge,X95,12,218744,Unreliable
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,13,317632,Unreliable
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,51,1553086,3.3
,"Tarrant County, TX",48439,Assault by sharp object,X99,12,1553086,Unreliable
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,11,1553086,Unreliable
,"Travis County, TX",48453,Assault by sharp object,X99,14,856315,Unreliable
,"Webb County, TX",48479,Assault by other and unspecified firearm discharge,X95,20,211786,9.4
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,17,924802,Unreliable
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,15,276300,Unreliable
,"Henrico County, VA",51087,Assault by other and unspecified firearm discharge,X95,15,274555,Unreliable
,"Newport News city, VA",51700,Assault by handgun discharge,X93,18,183404,Unreliable
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,16,239286,Unreliable
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,64,197306,32.4
,"Virginia Beach city, VA",51810,Assault by handgun discharge,X93,15,431600,Unreliable
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,41,1763440,2.3
,"King County, WA",53033,Assault by sharp object,X99,15,1763440,Unreliable
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,10,733969,Unreliable
,"Kanawha County, WV",54039,Assault by other and unspecified firearm discharge,X95,13,195960,Unreliable
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,75,939513,8
,"Milwaukee County, WI",55079,Assault by sharp object,X99,11,939513,Unreliable
---,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,
Query Parameters:,,,,,,,
Injury Intent: Homicide,,,,,,,
Year/Month: 2003,,,,,,,
Group By: County; Cause of death,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: Disabled,,,,,,,
Show Suppressed: False,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Oct 9, 2019 5:56:41 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as",,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 9, 2019 5:56:41 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
"1. Selections made to any variable in [ICD-10 Codes, Injury Intent] cause equivalent selections in the other variables. More",,,,,,,
Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables.,,,,,,,
"2. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,
not be available.,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,,
---,,,,,,,
Caveats:,,,,,,,
"1. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,,
"2. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,,
"3. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,
4. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,
24005).,,,,,,,
5. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,
6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,
"7. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017",,,,,,,
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July",,,,,,,
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for",,,,,,,
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS",,,,,,,
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race",,,,,,,
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The",,,,,,,
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal",,,,,,,
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident",,,,,,,
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1",,,,,,,
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from",,,,,,,
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are",,,,,,,
April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population,,,,,,,
figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -,,,,,,,
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time",,,,,,,
of release.,,,,,,,
8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group.,,,,,,,
9. Changes to cause of death classification affect reporting trends. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes.,,,,,,,
