Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,25,671692,3.7
,"San Mateo County, CA",6081,Assault by other and unspecified firearm discharge,X95,19,703830,Unreliable
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,29,1740964,1.7
,"Santa Clara County, CA",6085,Assault by sharp object,X99,10,1740964,Unreliable
,"Solano County, CA",6095,Assault by other and unspecified firearm discharge,X95,22,408972,5.4
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,30,429283,7
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,22,575721,3.8
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,13,597919,Unreliable
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,24,903824,2.7
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,28,887891,3.2
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,27,856622,3.2
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,39,533958,7.3
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,120,580236,20.7
,"District of Columbia, DC",11001,Assault by sharp object,X99,18,580236,Unreliable
,"District of Columbia, DC",11001,Assault by unspecified means,Y09,18,580236,Unreliable
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,16,542378,Unreliable
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,61,1723633,3.5
,"Broward County, FL",12011,Assault by sharp object,X99,11,1723633,Unreliable
,"Broward County, FL",12011,Assault by unspecified means,Y09,13,1723633,Unreliable
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,96,855437,11.2
,"Escambia County, FL",12033,Assault by other and unspecified firearm discharge,X95,15,296854,Unreliable
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,23,1196773,1.9
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,17,1196773,Unreliable
,"Hillsborough County, FL",12057,Assault by sharp object,X99,18,1196773,Unreliable
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,17,610984,Unreliable
,"Marion County, FL",12083,Assault by other and unspecified firearm discharge,X95,13,330052,Unreliable
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,194,2436062,8
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,24,2436062,1
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,21,2436062,0.9
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,76,1115525,6.8
,"Orange County, FL",12095,Assault by sharp object,X99,14,1115525,Unreliable
,"Orange County, FL",12095,Assault by unspecified means,Y09,10,1115525,Unreliable
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,63,1294938,4.9
,"Palm Beach County, FL",12099,Assault by unspecified means,Y09,14,1294938,Unreliable
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,17,461313,Unreliable
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,35,916458,3.8
,"Pinellas County, FL",12103,Assault by unspecified means,Y09,11,916458,Unreliable
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,31,594801,5.2
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,11,497366,Unreliable
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,18,154384,Unreliable
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,20,255269,7.8
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,33,262099,12.6
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,24,679822,3.5
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,71,685646,10.4
,"DeKalb County, GA",13089,Assault by unspecified means,Y09,12,685646,Unreliable
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,95,888694,10.7
,"Fulton County, GA",13121,Assault by sharp object,X99,12,888694,Unreliable
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,24,780721,3.1
,"Gwinnett County, GA",13135,Assault by sharp object,X99,10,780721,Unreliable
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,20,184763,10.8
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,12,198423,Unreliable
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,15,5161831,Unreliable
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,493,5161831,9.6
,"Cook County, IL",17031,Assault by sharp object,X99,48,5161831,0.9
,"Cook County, IL",17031,By unspecified person,Y07.9,10,5161831,Unreliable
,"Cook County, IL",17031,Assault by other specified means,Y08,13,5161831,Unreliable
,"Cook County, IL",17031,Assault by unspecified means,Y09,21,5161831,0.4
,"Madison County, IL",17119,Assault by other and unspecified firearm discharge,X95,12,268232,Unreliable
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,24,266518,9
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,14,671392,Unreliable
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,10,295726,Unreliable
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,14,351264,Unreliable
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,70,495479,14.1
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,83,889504,9.3
,"Marion County, IN",18097,Assault by unspecified means,Y09,12,889504,Unreliable
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,13,267282,Unreliable
,"Polk County, IA",19153,Assault by other and unspecified firearm discharge,X95,12,419495,Unreliable
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,17,486077,Unreliable
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,10,175449,Unreliable
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,24,155092,15.5
,"Fayette County, KY",21067,Assault by other and unspecified firearm discharge,X95,10,287683,Unreliable
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,53,730194,7.3
,"Jefferson County, KY",21111,Assault by sharp object,X99,11,730194,Unreliable
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,23,251953,9.1
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,65,433723,15
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,56,431759,13
,"Lafayette Parish, LA",22055,Assault by other and unspecified firearm discharge,X95,12,215139,Unreliable
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,139,301842,46.1
,"Washington Parish, LA",22117,Assault by other and unspecified firearm discharge,X95,12,47000,Unreliable
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,13,525304,Unreliable
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,34,798651,4.3
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,17,942748,Unreliable
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,101,850167,11.9
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,168,620184,27.1
,"Baltimore city, MD",24510,Assault by sharp object,X99,17,620184,Unreliable
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,13,734361,Unreliable
,"Middlesex County, MA",25017,Assault by sharp object,X99,10,1477049,Unreliable
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,53,702201,7.5
,"Suffolk County, MA",25025,Assault by sharp object,X99,15,702201,Unreliable
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,31,433082,7.2
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,15,599234,Unreliable
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,14,837857,Unreliable
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,44,1199545,3.7
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,19,201966,Unreliable
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,11,1865058,Unreliable
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,284,1865058,15.2
,"Wayne County, MI",26163,Assault by sharp object,X99,26,1865058,1.4
,"Wayne County, MI",26163,Assault by other specified means,Y08,23,1865058,1.2
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,30,1135173,2.6
,"Hennepin County, MN",27053,Assault by unspecified means,Y09,11,1135173,Unreliable
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,10,502890,Unreliable
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,16,182735,Unreliable
,"Hinds County, MS",28049,Assault by handgun discharge,X93,45,244695,18.4
,"Jackson County, MO",29095,Assault by handgun discharge,X93,34,665427,5.1
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,66,665427,9.9
,"Jackson County, MO",29095,Assault by sharp object,X99,11,665427,Unreliable
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,65,998331,6.5
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,103,317955,32.4
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,34,504547,6.7
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,80,1912349,4.2
,"Clark County, NV",32003,Assault by sharp object,X99,18,1912349,Unreliable
,"Clark County, NV",32003,Assault by unspecified means,Y09,17,1912349,Unreliable
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,10,273014,Unreliable
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,46,513853,9
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,78,778165,10
,"Essex County, NJ",34013,Assault by sharp object,X99,15,778165,Unreliable
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,20,619533,3.2
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,13,364119,Unreliable
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,10,494904,Unreliable
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,16,527528,Unreliable
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,16,646879,Unreliable
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,13,646879,Unreliable
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,81,1363488,5.9
,"Bronx County, NY",36005,Assault by sharp object,X99,31,1363488,2.3
,"Bronx County, NY",36005,Assault by unspecified means,Y09,11,1363488,Unreliable
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,28,920571,3
,"Kings County, NY",36047,"Assault by hanging, strangulation and suffocation",X91,11,2460361,Unreliable
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,132,2460361,5.4
,"Kings County, NY",36047,Assault by sharp object,X99,44,2460361,1.8
,"Kings County, NY",36047,Assault by unspecified means,Y09,16,2460361,Unreliable
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,22,741018,3
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,14,1325129,Unreliable
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,37,1587022,2.3
,"New York County, NY",36061,Assault by sharp object,X99,17,1587022,Unreliable
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,55,2193623,2.5
,"Queens County, NY",36081,Assault by sharp object,X99,21,2193623,1
,"Queens County, NY",36081,Assault by unspecified means,Y09,12,2193623,Unreliable
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,12,463701,Unreliable
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,22,1480218,1.5
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,18,937449,Unreliable
,"Catawba County, NC",37035,Assault by other and unspecified firearm discharge,X95,12,153848,Unreliable
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,24,311800,7.7
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,22,259356,8.5
,"Edgecombe County, NC",37065,Assault by other and unspecified firearm discharge,X95,10,56420,Unreliable
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,14,344330,Unreliable
,"Gaston County, NC",37071,Assault by other and unspecified firearm discharge,X95,11,204454,Unreliable
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,25,477809,5.2
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,62,887991,7
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,16,131734,Unreliable
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,24,856492,2.8
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,78,1291479,6
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,17,1291479,Unreliable
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,83,1141183,7.3
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,11,799840,Unreliable
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,54,799840,6.8
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,16,443909,Unreliable
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,23,241572,9.5
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,33,537664,6.1
,"Montgomery County, OH",39113,Assault by unspecified means,Y09,11,537664,Unreliable
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,19,543116,Unreliable
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,13,701484,Unreliable
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,30,701484,4.3
,"Oklahoma County, OK",40109,Assault by sharp object,X99,11,701484,Unreliable
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,32,588510,5.4
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,15,712989,Unreliable
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,90,1221071,7.4
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,32,556246,5.8
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,256,1499731,17.1
,"Philadelphia County, PA",42101,Assault by sharp object,X99,30,1499731,2
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,18,627889,Unreliable
,"Anderson County, SC",45007,Assault by other and unspecified firearm discharge,X95,12,184520,Unreliable
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,23,341921,6.7
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,17,438742,Unreliable
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,13,260609,Unreliable
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,15,373789,Unreliable
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,12,279673,Unreliable
,"Sumter County, SC",45085,Assault by other and unspecified firearm discharge,X95,11,106463,Unreliable
,"York County, SC",45091,Assault by other and unspecified firearm discharge,X95,12,217463,Unreliable
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,53,612649,8.7
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,15,328711,Unreliable
,"Knox County, TN",47093,Assault by handgun discharge,X93,11,425276,Unreliable
,"Rutherford County, TN",47149,Assault by other and unspecified firearm discharge,X95,10,252565,Unreliable
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,119,920685,12.9
,"Shelby County, TN",47157,Assault by unspecified means,Y09,23,920685,2.5
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,11,297873,Unreliable
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,103,1651709,6.2
,"Bexar County, TX",48029,Assault by sharp object,X99,15,1651709,Unreliable
,"Bexar County, TX",48029,Assault by unspecified means,Y09,23,1651709,1.4
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,162,2314018,7
,"Dallas County, TX",48113,Assault by sharp object,X99,22,2314018,1
,"Dallas County, TX",48113,Assault by unspecified means,Y09,23,2314018,1
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,18,542957,Unreliable
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,11,3938580,Unreliable
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,16,3938580,Unreliable
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,257,3938580,6.5
,"Harris County, TX",48201,Assault by sharp object,X99,46,3938580,1.2
,"Harris County, TX",48201,Assault by unspecified means,Y09,39,3938580,1
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,25,736694,3.4
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,19,249430,Unreliable
,"Tarrant County, TX",48439,Assault by handgun discharge,X93,15,1745602,Unreliable
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,57,1745602,3.3
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,10,1745602,Unreliable
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,18,980699,Unreliable
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,17,999553,Unreliable
,"Newport News city, VA",51700,Assault by handgun discharge,X93,12,181287,Unreliable
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,15,241201,Unreliable
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,18,202254,Unreliable
,"Virginia Beach city, VA",51810,Assault by handgun discharge,X93,13,433331,Unreliable
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,39,1875020,2.1
,"King County, WA",53033,Assault by sharp object,X99,11,1875020,Unreliable
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,20,785400,2.5
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,29,934752,3.1
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,16,934752,Unreliable
,"Milwaukee County, WI",55079,Assault by sharp object,X99,10,934752,Unreliable
---,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,
Query Parameters:,,,,,,,
Injury Intent: Homicide,,,,,,,
Year/Month: 2008,,,,,,,
Group By: County; Cause of death,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: Disabled,,,,,,,
Show Suppressed: False,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Oct 9, 2019 5:59:20 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as",,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 9, 2019 5:59:20 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
"1. Selections made to any variable in [ICD-10 Codes, Injury Intent] cause equivalent selections in the other variables. More",,,,,,,
Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables.,,,,,,,
"2. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,
not be available.,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,,
"2. Deaths for Allen Parish, Louisiana are under reported in years 2006 through 2008. See Caveats below for more information.",,,,,,,
---,,,,,,,
Caveats:,,,,,,,
1. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of,,,,,,,
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data.",,,,,,,
More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies.,,,,,,,
"2. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,,
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,,
"4. Deaths for Allen Parish, Louisiana (FIPS code 22003] in years 2006 through 2008 are under reported due to problems with",,,,,,,
registering the deaths with the Louisiana Vital Statistics Office.,,,,,,,
"5. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,
6. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,
24005).,,,,,,,
7. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,
8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,
"9. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017",,,,,,,
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July",,,,,,,
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for",,,,,,,
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS",,,,,,,
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race",,,,,,,
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The",,,,,,,
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal",,,,,,,
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident",,,,,,,
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1",,,,,,,
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from",,,,,,,
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are",,,,,,,
April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population,,,,,,,
figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -,,,,,,,
