Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Ventura County, CA",6111,Assault by sharp object,X99,11,815130,Unreliable
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,12,563161,Unreliable
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,20,589011,3.4
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,15,608061,Unreliable
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,16,910421,Unreliable
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,38,891667,4.3
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,18,860025,Unreliable
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,30,536898,5.6
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,104,592228,17.6
,"District of Columbia, DC",11001,Assault by sharp object,X99,21,592228,3.5
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,20,542109,3.7
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,60,1733310,3.5
,"Broward County, FL",12011,Assault by sharp object,X99,12,1733310,Unreliable
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,94,859795,10.9
,"Escambia County, FL",12033,Assault by other and unspecified firearm discharge,X95,17,297015,Unreliable
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,29,1214050,2.4
,"Lee County, FL",12071,Assault by handgun discharge,X93,11,612297,Unreliable
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,17,612297,Unreliable
,"Lee County, FL",12071,Assault by sharp object,X99,10,612297,Unreliable
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,160,2463943,6.5
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,21,2463943,0.9
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,14,2463943,Unreliable
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,53,1131351,4.7
,"Orange County, FL",12095,Assault by sharp object,X99,14,1131351,Unreliable
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,69,1307371,5.3
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,11,462607,Unreliable
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,22,915330,2.4
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,13,598683,Unreliable
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,18,262122,Unreliable
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,17,260067,Unreliable
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,20,684776,2.9
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,61,690658,8.8
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,75,905511,8.3
,"Glynn County, GA",13127,Assault by unspecified means,Y09,10,78946,Unreliable
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,23,796276,2.9
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,19,198489,Unreliable
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,21,5181728,0.4
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,455,5181728,8.8
,"Cook County, IL",17031,Assault by sharp object,X99,55,5181728,1.1
,"Cook County, IL",17031,By unspecified person,Y07.9,10,5181728,Unreliable
,"Cook County, IL",17031,Assault by unspecified means,Y09,22,5181728,0.4
,"Cook County, IL",17031,Sequelae of assault,Y87.1,10,5181728,Unreliable
,"DuPage County, IL",17043,Assault by other and unspecified firearm discharge,X95,11,912732,Unreliable
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,17,186930,Unreliable
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,40,268489,14.9
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,20,674970,3
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,11,295612,Unreliable
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,17,353693,Unreliable
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,70,495789,14.1
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,68,898394,7.6
,"Marion County, IN",18097,Assault by sharp object,X99,11,898394,Unreliable
,"Marion County, IN",18097,Assault by unspecified means,Y09,10,898394,Unreliable
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,11,266827,Unreliable
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,20,495006,4
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,10,176786,Unreliable
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,30,156416,19.2
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,45,736705,6.1
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,27,253245,10.7
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,74,437623,16.9
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,74,431921,17.1
,"Lafayette Parish, LA",22055,Assault by other and unspecified firearm discharge,X95,10,219466,Unreliable
,"Livingston Parish, LA",22063,Assault by other and unspecified firearm discharge,X95,10,126230,Unreliable
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,135,327803,41.2
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,10,532395,Unreliable
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,40,801808,5
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,10,959013,Unreliable
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,66,856161,7.7
,"Prince George's County, MD",24033,Assault by sharp object,X99,16,856161,Unreliable
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,12,856161,Unreliable
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,158,620509,25.5
,"Baltimore city, MD",24510,Assault by sharp object,X99,18,620509,Unreliable
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,16,620509,Unreliable
,"Baltimore city, MD",24510,Sequelae of assault,Y87.1,11,620509,Unreliable
,"Bristol County, MA",25005,Assault by other and unspecified firearm discharge,X95,12,547324,Unreliable
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,11,739086,Unreliable
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,17,462777,Unreliable
,"Middlesex County, MA",25017,Assault by other and unspecified firearm discharge,X95,13,1494764,Unreliable
,"Plymouth County, MA",25023,Assault by other and unspecified firearm discharge,X95,11,492738,Unreliable
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,27,716214,3.8
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,42,427989,9.8
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,19,839435,Unreliable
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,33,1200890,2.7
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,12,200835,Unreliable
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,11,1837536,Unreliable
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,288,1837536,15.7
,"Wayne County, MI",26163,Assault by sharp object,X99,22,1837536,1.2
,"Wayne County, MI",26163,Assault by other specified means,Y08,22,1837536,1.2
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,16,1146721,Unreliable
,"Hinds County, MS",28049,Assault by handgun discharge,X93,27,244474,11
,"Jackson County, MO",29095,Assault by handgun discharge,X93,22,670763,3.3
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,62,670763,9.2
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,63,998618,6.3
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,99,318842,31
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,24,511902,4.7
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,81,1939407,4.2
,"Clark County, NV",32003,Assault by sharp object,X99,10,1939407,Unreliable
,"Clark County, NV",32003,Assault by unspecified means,Y09,19,1939407,Unreliable
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,11,274049,Unreliable
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,34,513668,6.6
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,90,781943,11.5
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,21,628572,3.3
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,16,498641,Unreliable
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,14,532434,Unreliable
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,13,655279,Unreliable
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,13,655279,Unreliable
,"Bernalillo County, NM",35001,Assault by unspecified means,Y09,19,655279,Unreliable
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,79,1376261,5.7
,"Bronx County, NY",36005,Assault by sharp object,X99,17,1376261,Unreliable
,"Broome County, NY",36007,Assault by other and unspecified firearm discharge,X95,12,200935,Unreliable
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,51,919334,5.5
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,142,2487751,5.7
,"Kings County, NY",36047,Assault by sharp object,X99,41,2487751,1.6
,"Kings County, NY",36047,Assault by unspecified means,Y09,15,2487751,Unreliable
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,21,743386,2.8
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,12,1332088,Unreliable
,"Nassau County, NY",36059,Assault by sharp object,X99,10,1332088,Unreliable
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,30,1583431,1.9
,"New York County, NY",36061,Assault by sharp object,X99,15,1583431,Unreliable
,"Onondaga County, NY",36067,Assault by other and unspecified firearm discharge,X95,10,465633,Unreliable
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,38,2217166,1.7
,"Queens County, NY",36081,Assault by sharp object,X99,18,2217166,Unreliable
,"Queens County, NY",36081,Assault by unspecified means,Y09,13,2217166,Unreliable
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,11,466965,Unreliable
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,16,1487206,Unreliable
,"Suffolk County, NY",36103,Assault by sharp object,X99,14,1487206,Unreliable
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,13,944201,Unreliable
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,23,317252,7.2
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,12,265356,Unreliable
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,11,348532,Unreliable
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,16,484180,Unreliable
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,45,908704,5
,"Pitt County, NC",37147,Assault by other and unspecified firearm discharge,X95,11,165581,Unreliable
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,22,132984,16.5
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,14,883624,Unreliable
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,60,1285082,4.7
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,13,1285082,Unreliable
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,15,1285082,Unreliable
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,63,1155408,5.5
,"Franklin County, OH",39049,Assault by sharp object,X99,10,1155408,Unreliable
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,39,802149,4.9
,"Lorain County, OH",39093,Assault by other and unspecified firearm discharge,X95,11,300893,Unreliable
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,17,442603,Unreliable
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,17,240050,Unreliable
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,38,535294,7.1
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,13,542135,Unreliable
,"Trumbull County, OH",39155,Assault by other and unspecified firearm discharge,X95,11,211290,Unreliable
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,18,711595,Unreliable
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,19,711595,Unreliable
,"Oklahoma County, OK",40109,Assault by sharp object,X99,10,711595,Unreliable
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,26,597748,4.3
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,69,1222171,5.6
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,11,409904,Unreliable
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,11,267090,Unreliable
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,23,558094,4.1
,"Montgomery County, PA",42091,Assault by other and unspecified firearm discharge,X95,12,795494,Unreliable
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,244,1514694,16.1
,"Philadelphia County, PA",42101,Assault by sharp object,X99,20,1514694,1.3
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,13,1514694,Unreliable
,"York County, PA",42133,Assault by other and unspecified firearm discharge,X95,10,433022,Unreliable
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,14,626304,Unreliable
,"Aiken County, SC",45003,Assault by other and unspecified firearm discharge,X95,11,158499,Unreliable
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,18,346795,Unreliable
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,10,446655,Unreliable
,"Lexington County, SC",45063,Assault by other and unspecified firearm discharge,X95,11,258983,Unreliable
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,22,380245,5.8
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,13,283335,Unreliable
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,52,621008,8.4
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,14,332659,Unreliable
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,16,429475,Unreliable
,"Madison County, TN",47113,Assault by other and unspecified firearm discharge,X95,13,97727,Unreliable
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,119,922541,12.9
,"Shelby County, TN",47157,Assault by unspecified means,Y09,21,922541,2.3
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,12,301050,Unreliable
,"Bexar County, TX",48029,"Assault by rifle, shotgun and larger firearm discharge",X94,10,1685628,Unreliable
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,67,1685628,4
,"Bexar County, TX",48029,Assault by sharp object,X99,15,1685628,Unreliable
,"Bexar County, TX",48029,Assault by unspecified means,Y09,22,1685628,1.3
,"Bowie County, TX",48037,Assault by other and unspecified firearm discharge,X95,10,92231,Unreliable
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,144,2346378,6.1
,"Dallas County, TX",48113,Assault by sharp object,X99,14,2346378,Unreliable
,"Dallas County, TX",48113,Assault by unspecified means,Y09,33,2346378,1.4
,"El Paso County, TX",48141,Assault by other and unspecified firearm discharge,X95,15,786759,Unreliable
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,15,569130,Unreliable
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,17,4034866,Unreliable
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,310,4034866,7.7
,"Harris County, TX",48201,Assault by sharp object,X99,51,4034866,1.3
,"Harris County, TX",48201,Assault by unspecified means,Y09,43,4034866,1.1
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,23,757468,3
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,13,251332,Unreliable
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,27,1784078,1.5
,"Tarrant County, TX",48439,Assault by sharp object,X99,13,1784078,Unreliable
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,16,1006503,Unreliable
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,12,1016795,Unreliable
,"Fairfax County, VA",51059,Assault by other and unspecified firearm discharge,X95,13,1065142,Unreliable
,"Henrico County, VA",51087,Assault by other and unspecified firearm discharge,X95,10,304763,Unreliable
,"Chesapeake city, VA",51550,Assault by handgun discharge,X93,10,220176,Unreliable
,"Hampton city, VA",51650,Assault by handgun discharge,X93,10,137833,Unreliable
,"Newport News city, VA",51700,Assault by handgun discharge,X93,22,181000,12.2
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,26,241725,10.8
,"Petersburg city, VA",51730,Assault by other and unspecified firearm discharge,X95,11,32168,Unreliable
,"Portsmouth city, VA",51740,Assault by handgun discharge,X93,10,95384,Unreliable
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,15,203678,Unreliable
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,24,1912012,1.3
,"King County, WA",53033,Assault by sharp object,X99,10,1912012,Unreliable
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,21,796483,2.6
,"Yakima County, WA",53077,Assault by other and unspecified firearm discharge,X95,11,239604,Unreliable
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,38,942668,4
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,16,942668,Unreliable
---,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,
Query Parameters:,,,,,,,
Injury Intent: Homicide,,,,,,,
Year/Month: 2009,,,,,,,
Group By: County; Cause of death,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: Disabled,,,,,,,
Show Suppressed: False,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Oct 9, 2019 6:00:18 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as",,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 9, 2019 6:00:18 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
"1. Selections made to any variable in [ICD-10 Codes, Injury Intent] cause equivalent selections in the other variables. More",,,,,,,
Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables.,,,,,,,
"2. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,
not be available.,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,,
---,,,,,,,
Caveats:,,,,,,,
1. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of,,,,,,,
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data.",,,,,,,
More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies.,,,,,,,
2. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code,,,,,,,
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,",,,,,,,
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in",,,,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies.,,,,,,,
"3. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,,
"4. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,,
"5. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,
6. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,
24005).,,,,,,,
7. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,
8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,
"9. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017",,,,,,,
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July",,,,,,,
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for",,,,,,,
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS",,,,,,,
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race",,,,,,,
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The",,,,,,,
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal",,,,,,,
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident",,,,,,,
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1",,,,,,,
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from",,,,,,,
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are",,,,,,,
April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population,,,,,,,
figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -,,,,,,,
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time",,,,,,,
of release.,,,,,,,
10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,,
