Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"San Bernardino County, CA",6071,Assault by sharp object,X99,20,1709434,1.2
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,44,2813833,1.6
,"San Diego County, CA",6073,Assault by sharp object,X99,26,2813833,0.9
,"San Diego County, CA",6073,Assault by unspecified means,Y09,14,2813833,Unreliable
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,28,776733,3.6
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,21,563598,3.7
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,18,1682585,Unreliable
,"Ventura County, CA",6111,Assault by handgun discharge,X93,12,753197,Unreliable
,"Adams County, CO",8001,Assault by other and unspecified firearm discharge,X95,13,363857,Unreliable
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,18,554636,Unreliable
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,19,882567,Unreliable
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,12,857183,Unreliable
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,24,824008,2.9
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,134,572059,23.4
,"District of Columbia, DC",11001,Assault by sharp object,X99,11,572059,Unreliable
,"District of Columbia, DC",11001,Assault by unspecified means,Y09,10,572059,Unreliable
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,12,476230,Unreliable
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,37,1623018,2.3
,"Broward County, FL",12011,Assault by unspecified means,Y09,17,1623018,Unreliable
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,43,778879,5.5
,"Duval County, FL",12031,Assault by unspecified means,Y09,11,778879,Unreliable
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,29,998948,2.9
,"Hillsborough County, FL",12057,Assault by sharp object,X99,14,998948,Unreliable
,"Hillsborough County, FL",12057,Assault by unspecified means,Y09,11,998948,Unreliable
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,10,440888,Unreliable
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,87,2253362,3.9
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,23,2253362,1
,"Miami-Dade County, FL",12086,Assault by other specified means,Y08,10,2253362,Unreliable
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,52,2253362,2.3
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,28,896344,3.1
,"Orange County, FL",12095,Assault by unspecified means,Y09,12,896344,Unreliable
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,34,1131184,3
,"Palm Beach County, FL",12099,Assault by unspecified means,Y09,19,1131184,Unreliable
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,13,483924,Unreliable
,"St. Lucie County, FL",12111,Assault by other and unspecified firearm discharge,X95,12,192695,Unreliable
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,14,153887,Unreliable
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,27,232048,11.6
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,18,236517,Unreliable
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,24,607751,3.9
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,41,665865,6.2
,"Fulton County, GA",13121,Assault by handgun discharge,X93,16,816006,Unreliable
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,82,816006,10
,"Fulton County, GA",13121,Assault by sharp object,X99,10,816006,Unreliable
,"Fulton County, GA",13121,Assault by other specified means,Y08,12,816006,Unreliable
,"Fulton County, GA",13121,Assault by unspecified means,Y09,10,816006,Unreliable
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,21,588448,3.6
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,10,186291,Unreliable
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,10,199775,Unreliable
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,31,5376741,0.6
,"Cook County, IL",17031,Assault by handgun discharge,X93,21,5376741,0.4
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,522,5376741,9.7
,"Cook County, IL",17031,Assault by sharp object,X99,60,5376741,1.1
,"Cook County, IL",17031,Assault by bodily force,Y04,11,5376741,Unreliable
,"Cook County, IL",17031,Assault by other specified means,Y08,30,5376741,0.6
,"Cook County, IL",17031,Assault by unspecified means,Y09,50,5376741,0.9
,"Kane County, IL",17089,Assault by other and unspecified firearm discharge,X95,15,404119,Unreliable
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,15,256082,Unreliable
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,16,502266,Unreliable
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,11,278418,Unreliable
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,89,484564,18.4
,"Marion County, IN",18097,Assault by handgun discharge,X93,14,860454,Unreliable
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,35,860454,4.1
,"Marion County, IN",18097,Assault by other specified means,Y08,11,860454,Unreliable
,"Marion County, IN",18097,Assault by unspecified means,Y09,27,860454,3.1
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,11,265559,Unreliable
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,20,452869,4.4
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,14,169871,Unreliable
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,30,157882,19
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,37,693604,5.3
,"Ascension Parish, LA",22005,Assault by other and unspecified firearm discharge,X95,10,76627,Unreliable
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,39,252161,15.5
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,41,412852,9.9
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,38,455466,8.3
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,154,484674,31.8
,"Orleans Parish, LA",22071,Assault by sharp object,X99,10,484674,Unreliable
,"Ouachita Parish, LA",22073,Assault by other and unspecified firearm discharge,X95,11,147250,Unreliable
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,12,489656,Unreliable
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,30,754292,4
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,88,801515,11
,"Prince George's County, MD",24033,Assault by sharp object,X99,11,801515,Unreliable
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,175,651154,26.9
,"Baltimore city, MD",24510,Assault by sharp object,X99,18,651154,Unreliable
,"Baltimore city, MD",24510,Assault by blunt object,Y00,15,651154,Unreliable
,"Baltimore city, MD",24510,Assault by other specified means,Y08,10,651154,Unreliable
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,10,723419,Unreliable
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,28,689807,4.1
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,31,436141,7.1
,"Kalamazoo County, MI",26077,Assault by other and unspecified firearm discharge,X95,10,238603,Unreliable
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,10,574335,Unreliable
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,16,788149,Unreliable
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,20,1194156,1.7
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,10,210039,Unreliable
,"Wayne County, MI",26163,"Assault by hanging, strangulation and suffocation",X91,13,2061162,Unreliable
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,23,2061162,1.1
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,325,2061162,15.8
,"Wayne County, MI",26163,Assault by sharp object,X99,29,2061162,1.4
,"Wayne County, MI",26163,Assault by other specified means,Y08,22,2061162,1.1
,"Wayne County, MI",26163,Assault by unspecified means,Y09,16,2061162,Unreliable
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,28,1116200,2.5
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,23,511035,4.5
,"Hinds County, MS",28049,Assault by handgun discharge,X93,25,250800,10
,"Jackson County, MO",29095,Assault by handgun discharge,X93,29,654880,4.4
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,43,654880,6.6
,"Jackson County, MO",29095,Assault by unspecified means,Y09,13,654880,Unreliable
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,37,1016315,3.6
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,76,348189,21.8
,"St. Louis city, MO",29510,Assault by sharp object,X99,12,348189,Unreliable
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,21,463585,4.5
,"Clark County, NV",32003,Assault by handgun discharge,X93,18,1375765,Unreliable
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,51,1375765,3.7
,"Clark County, NV",32003,Assault by sharp object,X99,10,1375765,Unreliable
,"Clark County, NV",32003,Assault by unspecified means,Y09,10,1375765,Unreliable
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,24,508932,4.7
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,64,793633,8.1
,"Essex County, NJ",34013,Assault by sharp object,X99,18,793633,Unreliable
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,15,608975,Unreliable
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,15,556678,Unreliable
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,120,1332650,9
,"Bronx County, NY",36005,Assault by sharp object,X99,34,1332650,2.6
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,23,950265,2.4
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,183,2465326,7.4
,"Kings County, NY",36047,Assault by sharp object,X99,32,2465326,1.3
,"Kings County, NY",36047,Assault by unspecified means,Y09,17,2465326,Unreliable
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,30,735343,4.1
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,12,1334544,Unreliable
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,59,1537195,3.8
,"New York County, NY",36061,Assault by sharp object,X99,26,1537195,1.7
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,70,2229379,3.1
,"Queens County, NY",36081,Assault by sharp object,X99,24,2229379,1.1
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2229379,Unreliable
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,15,1419369,Unreliable
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,11,923459,Unreliable
,"Cleveland County, NC",37045,Assault by other and unspecified firearm discharge,X95,10,96287,Unreliable
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,31,302963,10.2
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,15,223314,Unreliable
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,17,306067,Unreliable
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,24,421048,5.7
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,59,695454,8.5
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,20,123339,16.2
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,23,627846,3.7
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,44,1393978,3.2
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,15,1393978,Unreliable
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,38,1068978,3.6
,"Franklin County, OH",39049,Assault by sharp object,X99,10,1068978,Unreliable
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,13,845303,Unreliable
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,24,257555,9.3
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,25,559062,4.5
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,13,542899,Unreliable
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,28,660448,4.2
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,19,563299,Unreliable
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,12,660486,Unreliable
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,44,1281666,3.4
,"Allegheny County, PA",42003,Assault by other specified means,Y08,10,1281666,Unreliable
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,20,373638,5.4
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,24,550864,4.4
,"Philadelphia County, PA",42101,"Assault by hanging, strangulation and suffocation",X91,11,1517550,Unreliable
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,249,1517550,16.4
,"Philadelphia County, PA",42101,Assault by other specified means,Y08,24,1517550,1.6
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,20,1517550,1.3
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,25,621602,4
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,11,309969,Unreliable
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,11,379616,Unreliable
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,15,320677,Unreliable
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,16,253791,Unreliable
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,65,569891,11.4
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,16,307896,Unreliable
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,18,382032,Unreliable
,"Shelby County, TN",47157,"Assault by rifle, shotgun and larger firearm discharge",X94,10,897472,Unreliable
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,108,897472,12
,"Shelby County, TN",47157,Assault by sharp object,X99,16,897472,Unreliable
,"Shelby County, TN",47157,Assault by unspecified means,Y09,13,897472,Unreliable
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,50,1392931,3.6
,"Bexar County, TX",48029,Assault by sharp object,X99,10,1392931,Unreliable
,"Bexar County, TX",48029,Assault by other specified means,Y08,12,1392931,Unreliable
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,12,2218899,Unreliable
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,171,2218899,7.7
,"Dallas County, TX",48113,Assault by sharp object,X99,16,2218899,Unreliable
,"Dallas County, TX",48113,Assault by other specified means,Y08,16,2218899,Unreliable
,"Dallas County, TX",48113,Assault by unspecified means,Y09,27,2218899,1.2
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,10,3400578,Unreliable
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,11,3400578,Unreliable
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,186,3400578,5.5
,"Harris County, TX",48201,Assault by sharp object,X99,20,3400578,0.6
,"Harris County, TX",48201,Assault by other specified means,Y08,17,3400578,Unreliable
,"Harris County, TX",48201,Assault by unspecified means,Y09,25,3400578,0.7
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,12,569463,Unreliable
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,11,252051,Unreliable
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,59,1446219,4.1
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,14,812280,Unreliable
,"Travis County, TX",48453,Assault by unspecified means,Y09,10,812280,Unreliable
,"Webb County, TX",48479,Assault by other and unspecified firearm discharge,X95,11,193117,Unreliable
,"Newport News city, VA",51700,Assault by handgun discharge,X93,13,180150,Unreliable
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,19,234403,Unreliable
,"Portsmouth city, VA",51740,Assault by handgun discharge,X93,12,100565,Unreliable
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,39,197790,19.7
,"Virginia Beach city, VA",51810,Assault by handgun discharge,X93,10,425257,Unreliable
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,22,1737034,1.3
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,15,700820,Unreliable
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,69,940164,7.3
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,13,940164,Unreliable
,"Milwaukee County, WI",55079,Assault by sharp object,X99,12,940164,Unreliable
---,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,
Query Parameters:,,,,,,,
Injury Intent: Homicide,,,,,,,
Year/Month: 2000,,,,,,,
Group By: County; Cause of death,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: Disabled,,,,,,,
Show Suppressed: False,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Oct 9, 2019 5:55:01 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as",,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 9, 2019 5:55:01 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
"1. Selections made to any variable in [ICD-10 Codes, Injury Intent] cause equivalent selections in the other variables. More",,,,,,,
Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables.,,,,,,,
"2. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,
not be available.,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,,
---,,,,,,,
Caveats:,,,,,,,
"1. Note: County of residence is misidentified in 316 deaths that occurred in the year 2000, for Hartford County, CT (FIPS code",,,,,,,
"09003) and New London County, CT (FIPS code 09011). More information: http://wonder.cdc.gov/wonder/help/ucd.html#errata.",,,,,,,
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other",,,,,,,
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in",,,,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies.,,,,,,,
"3. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,,
"4. Data for Denali Borough, Alaska (FIPS code 02068) are only available for 2003 and later; for computational purposes, counts",,,,,,,
"and population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do",,,,,,,
"not include any data for years prior to 2003, only data for 2003 and later. More information:",,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Denali Borough.,,,,,,,
"5. Data for Broomfield, Colorado (FIPS code 08014) are only available for 2003 and later; for computational purposes, counts and",,,,,,,
"population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not",,,,,,,
"include any data for years prior to 2003, only data for 2003 and later. More information:",,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Broomfield.,,,,,,,
"6. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,
7. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,
24005).,,,,,,,
8. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,
9. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,
"10. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017",,,,,,,
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July",,,,,,,
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for",,,,,,,
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS",,,,,,,
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race",,,,,,,
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The",,,,,,,
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal",,,,,,,
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident",,,,,,,
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1",,,,,,,
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from",,,,,,,
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are",,,,,,,
April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population,,,,,,,
figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -,,,,,,,
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time",,,,,,,
of release.,,,,,,,
11. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group.,,,,,,,
12. Changes to cause of death classification affect reporting trends. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes.,,,,,,,
