Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Los Angeles County, CA",6037,Assault by sharp object,X99,78,9705913,0.8
,"Los Angeles County, CA",6037,Assault by unspecified means,Y09,52,9705913,0.5
,"Los Angeles County, CA",6037,Sequelae of assault,Y87.1,25,9705913,0.3
,"Monterey County, CA",6053,Assault by handgun discharge,X93,14,408977,Unreliable
,"Orange County, CA",6059,Assault by handgun discharge,X93,34,2908245,1.2
,"Orange County, CA",6059,Assault by other and unspecified firearm discharge,X95,27,2908245,0.9
,"Orange County, CA",6059,Assault by sharp object,X99,12,2908245,Unreliable
,"Riverside County, CA",6065,Assault by handgun discharge,X93,22,1687147,1.3
,"Riverside County, CA",6065,Assault by other and unspecified firearm discharge,X95,42,1687147,2.5
,"Riverside County, CA",6065,Assault by sharp object,X99,19,1687147,Unreliable
,"Riverside County, CA",6065,Assault by unspecified means,Y09,10,1687147,Unreliable
,"Sacramento County, CA",6067,Assault by handgun discharge,X93,12,1301079,Unreliable
,"Sacramento County, CA",6067,Assault by other and unspecified firearm discharge,X95,40,1301079,3.1
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,96,1799791,5.3
,"San Bernardino County, CA",6071,Assault by sharp object,X99,17,1799791,Unreliable
,"San Bernardino County, CA",6071,Assault by unspecified means,Y09,14,1799791,Unreliable
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,52,2900355,1.8
,"San Diego County, CA",6073,Assault by sharp object,X99,17,2900355,Unreliable
,"San Diego County, CA",6073,Assault by unspecified means,Y09,16,2900355,Unreliable
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,33,772723,4.3
,"San Francisco County, CA",6075,Assault by unspecified means,Y09,10,772723,Unreliable
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,36,609041,5.9
,"San Mateo County, CA",6081,Assault by other and unspecified firearm discharge,X95,15,697628,Unreliable
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,23,1669348,1.4
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,18,379568,Unreliable
,"Adams County, CO",8001,Assault by other and unspecified firearm discharge,X95,13,387339,Unreliable
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,10,508936,Unreliable
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,30,556790,5.4
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,12,544145,Unreliable
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,12,892900,Unreliable
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,19,867451,Unreliable
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,17,835099,Unreliable
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,19,510158,Unreliable
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,172,573158,30
,"District of Columbia, DC",11001,Assault by sharp object,X99,21,573158,3.7
,"District of Columbia, DC",11001,Assault by unspecified means,Y09,21,573158,3.7
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,11,495425,Unreliable
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,55,1690118,3.3
,"Broward County, FL",12011,Assault by sharp object,X99,11,1690118,Unreliable
,"Broward County, FL",12011,Assault by unspecified means,Y09,11,1690118,Unreliable
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,62,800532,7.7
,"Duval County, FL",12031,Assault by sharp object,X99,16,800532,Unreliable
,"Duval County, FL",12031,Assault by unspecified means,Y09,12,800532,Unreliable
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,15,1054860,Unreliable
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,22,1054860,2.1
,"Hillsborough County, FL",12057,Assault by unspecified means,Y09,11,1054860,Unreliable
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,35,478889,7.3
,"Manatee County, FL",12081,Assault by other and unspecified firearm discharge,X95,10,279950,Unreliable
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,145,2315747,6.3
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,16,2315747,Unreliable
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,35,2315747,1.5
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,37,955136,3.9
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,30,1191340,2.5
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,11,369665,Unreliable
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,29,925102,3.1
,"Pinellas County, FL",12103,Assault by sharp object,X99,11,925102,Unreliable
,"Pinellas County, FL",12103,Assault by unspecified means,Y09,10,925102,Unreliable
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,19,501469,Unreliable
,"St. Lucie County, FL",12111,Assault by other and unspecified firearm discharge,X95,13,205796,Unreliable
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,17,458248,Unreliable
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,13,153929,Unreliable
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,31,236510,13.1
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,14,248954,Unreliable
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,19,631018,Unreliable
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,62,669789,9.3
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,107,815224,13.1
,"Fulton County, GA",13121,Assault by sharp object,X99,17,815224,Unreliable
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,22,641986,3.4
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,17,185139,Unreliable
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,10,198670,Unreliable
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,26,5328775,0.5
,"Cook County, IL",17031,"Assault by rifle, shotgun and larger firearm discharge",X94,28,5328775,0.5
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,545,5328775,10.2
,"Cook County, IL",17031,Assault by sharp object,X99,52,5328775,1
,"Cook County, IL",17031,Assault by other specified means,Y08,19,5328775,Unreliable
,"Cook County, IL",17031,Assault by unspecified means,Y09,44,5328775,0.8
,"Cook County, IL",17031,Sequelae of assault,Y87.1,15,5328775,Unreliable
,"Kane County, IL",17089,Assault by other and unspecified firearm discharge,X95,17,440437,Unreliable
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,16,257952,Unreliable
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,11,281162,Unreliable
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,14,337124,Unreliable
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,65,484520,13.4
,"Lake County, IN",18089,Assault by sharp object,X99,12,484520,Unreliable
,"Marion County, IN",18097,"Assault by hanging, strangulation and suffocation",X91,10,866210,Unreliable
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,76,866210,8.8
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,19,265090,Unreliable
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,11,461020,Unreliable
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,25,157498,15.9
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,37,699810,5.3
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,38,248753,15.3
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,55,411024,13.4
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,43,453429,9.5
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,205,489722,41.9
,"Orleans Parish, LA",22071,Assault by sharp object,X99,13,489722,Unreliable
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,10,504884,Unreliable
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,27,770147,3.5
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,16,903140,Unreliable
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,118,828893,14.2
,"Prince George's County, MD",24033,Assault by sharp object,X99,16,828893,Unreliable
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,149,634115,23.5
,"Baltimore city, MD",24510,Assault by sharp object,X99,28,634115,4.4
,"Baltimore city, MD",24510,Assault by blunt object,Y00,13,634115,Unreliable
,"Middlesex County, MA",25017,Assault by other and unspecified firearm discharge,X95,10,1468488,Unreliable
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,46,701333,6.6
,"Suffolk County, MA",25025,Assault by sharp object,X99,12,701333,Unreliable
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,26,440062,5.9
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,14,808457,Unreliable
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,21,1198889,1.8
,"Wayne County, MI",26163,"Assault by hanging, strangulation and suffocation",X91,11,2025133,Unreliable
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,13,2025133,Unreliable
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,318,2025133,15.7
,"Wayne County, MI",26163,Assault by sharp object,X99,36,2025133,1.8
,"Wayne County, MI",26163,Assault by other specified means,Y08,25,2025133,1.2
,"Wayne County, MI",26163,Assault by unspecified means,Y09,13,2025133,Unreliable
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,29,1120730,2.6
,"Hennepin County, MN",27053,Assault by unspecified means,Y09,18,1120730,Unreliable
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,15,192145,Unreliable
,"Hinds County, MS",28049,Assault by handgun discharge,X93,32,247857,12.9
,"Washington County, MS",28151,Assault by other and unspecified firearm discharge,X95,16,59570,Unreliable
,"Jackson County, MO",29095,Assault by handgun discharge,X93,30,658765,4.6
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,23,658765,3.5
,"Jackson County, MO",29095,Assault by sharp object,X99,10,658765,Unreliable
,"Jackson County, MO",29095,Assault by unspecified means,Y09,11,658765,Unreliable
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,46,1014359,4.5
,"St. Louis County, MO",29189,Assault by sharp object,X99,12,1014359,Unreliable
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,70,338457,20.7
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,15,471866,Unreliable
,"Clark County, NV",32003,"Assault by hanging, strangulation and suffocation",X91,12,1522962,Unreliable
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,91,1522962,6
,"Clark County, NV",32003,Assault by sharp object,X99,17,1522962,Unreliable
,"Clark County, NV",32003,Assault by unspecified means,Y09,15,1522962,Unreliable
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,35,507899,6.9
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,63,795625,7.9
,"Essex County, NJ",34013,Assault by sharp object,X99,12,795625,Unreliable
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,12,615554,Unreliable
,"Hudson County, NJ",34017,Assault by sharp object,X99,11,615554,Unreliable
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,11,355935,Unreliable
,"Ocean County, NJ",34029,Assault by other and unspecified firearm discharge,X95,12,536069,Unreliable
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,11,494571,Unreliable
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,10,527625,Unreliable
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,13,576532,Unreliable
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,20,576532,3.5
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,102,1358739,7.5
,"Bronx County, NY",36005,Assault by sharp object,X99,37,1358739,2.7
,"Bronx County, NY",36005,Assault by unspecified means,Y09,12,1358739,Unreliable
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,26,943551,2.8
,"Kings County, NY",36047,"Assault by hanging, strangulation and suffocation",X91,10,2480559,Unreliable
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,129,2480559,5.2
,"Kings County, NY",36047,Assault by sharp object,X99,46,2480559,1.9
,"Kings County, NY",36047,Assault by unspecified means,Y09,20,2480559,0.8
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,28,741391,3.8
,"Monroe County, NY",36055,Assault by unspecified means,Y09,10,741391,Unreliable
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,26,1339572,1.9
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,46,1555382,3
,"New York County, NY",36061,Assault by sharp object,X99,16,1555382,Unreliable
,"Onondaga County, NY",36067,Assault by other and unspecified firearm discharge,X95,15,459484,Unreliable
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,69,2224507,3.1
,"Queens County, NY",36081,Assault by sharp object,X99,21,2224507,0.9
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2224507,Unreliable
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,12,1456745,Unreliable
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,16,935219,Unreliable
,"Westchester County, NY",36119,Assault by sharp object,X99,10,935219,Unreliable
,"Cleveland County, NC",37045,Assault by other and unspecified firearm discharge,X95,14,97068,Unreliable
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,23,305697,7.5
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,33,233505,14.1
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,15,314215,Unreliable
,"Gaston County, NC",37071,Assault by other and unspecified firearm discharge,X95,14,191930,Unreliable
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,22,432068,5.1
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,50,736422,6.8
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,13,124676,Unreliable
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,21,676392,3.1
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,53,1371493,3.9
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,16,1371493,Unreliable
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,16,1371493,Unreliable
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,51,1088693,4.7
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,24,832390,2.9
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,31,832390,3.7
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,18,454240,Unreliable
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,25,252998,9.9
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,32,553170,5.8
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,18,544866,Unreliable
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,20,671120,3
,"Oklahoma County, OK",40109,Assault by sharp object,X99,13,671120,Unreliable
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,17,569170,Unreliable
,"Tulsa County, OK",40143,Assault by unspecified means,Y09,10,569170,Unreliable
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,60,1265577,4.7
,"Allegheny County, PA",42003,Assault by sharp object,X99,10,1265577,Unreliable
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,17,381338,Unreliable
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,10,254339,Unreliable
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,19,551929,Unreliable
,"Montgomery County, PA",42091,Assault by other and unspecified firearm discharge,X95,10,766056,Unreliable
,"Philadelphia County, PA",42101,"Assault by hanging, strangulation and suffocation",X91,10,1498493,Unreliable
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,232,1498493,15.5
,"Philadelphia County, PA",42101,Assault by sharp object,X99,15,1498493,Unreliable
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,12,1498493,Unreliable
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,15,632252,Unreliable
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,29,317379,9.1
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,20,331285,6
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,10,258467,Unreliable
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,46,574215,8
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,15,311890,Unreliable
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,15,389443,Unreliable
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,129,902634,14.3
,"Shelby County, TN",47157,Assault by sharp object,X99,13,902634,Unreliable
,"Shelby County, TN",47157,Assault by unspecified means,Y09,17,902634,Unreliable
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,75,1446755,5.2
,"Bexar County, TX",48029,Assault by sharp object,X99,14,1446755,Unreliable
,"Bexar County, TX",48029,Assault by unspecified means,Y09,11,1446755,Unreliable
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,10,2250326,Unreliable
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,181,2250326,8
,"Dallas County, TX",48113,Assault by sharp object,X99,23,2250326,1
,"Dallas County, TX",48113,Assault by unspecified means,Y09,28,2250326,1.2
,"El Paso County, TX",48141,Assault by other and unspecified firearm discharge,X95,11,696446,Unreliable
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,10,397943,Unreliable
,"Galveston County, TX",48167,Assault by other and unspecified firearm discharge,X95,14,260096,Unreliable
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,18,3536682,Unreliable
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,15,3536682,Unreliable
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,229,3536682,6.5
,"Harris County, TX",48201,Assault by sharp object,X99,37,3536682,1
,"Harris County, TX",48201,Assault by unspecified means,Y09,31,3536682,0.9
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,20,610520,3.3
,"McLennan County, TX",48309,Assault by other and unspecified firearm discharge,X95,11,216571,Unreliable
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,39,1524249,2.6
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,16,1524249,Unreliable
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,12,918152,Unreliable
,"Newport News city, VA",51700,Assault by handgun discharge,X93,12,183061,Unreliable
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,20,241704,8.3
,"Portsmouth city, VA",51740,Assault by handgun discharge,X93,10,98297,Unreliable
,"Richmond city, VA",51760,Assault by handgun discharge,X93,24,197513,12.2
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,41,197513,20.8
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,39,1758685,2.2
,"King County, WA",53033,Assault by sharp object,X99,16,1758685,Unreliable
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,15,728091,Unreliable
,"Spokane County, WA",53063,Assault by other and unspecified firearm discharge,X95,11,427107,Unreliable
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,84,939854,8.9
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,10,939854,Unreliable
---,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,
Query Parameters:,,,,,,,
Injury Intent: Homicide,,,,,,,
Year/Month: 2002,,,,,,,
Group By: County; Cause of death,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: Disabled,,,,,,,
Show Suppressed: False,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Oct 9, 2019 5:55:57 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as",,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 9, 2019 5:55:57 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
"1. Selections made to any variable in [ICD-10 Codes, Injury Intent] cause equivalent selections in the other variables. More",,,,,,,
Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables.,,,,,,,
"2. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,
not be available.,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,,
---,,,,,,,
Caveats:,,,,,,,
"1. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,,
"2. Data for Denali Borough, Alaska (FIPS code 02068) are only available for 2003 and later; for computational purposes, counts",,,,,,,
"and population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do",,,,,,,
"not include any data for years prior to 2003, only data for 2003 and later. More information:",,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Denali Borough.,,,,,,,
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,,
"4. Data for Broomfield, Colorado (FIPS code 08014) are only available for 2003 and later; for computational purposes, counts and",,,,,,,
"population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not",,,,,,,
"include any data for years prior to 2003, only data for 2003 and later. More information:",,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Broomfield.,,,,,,,
"5. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,
6. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,
24005).,,,,,,,
7. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,
8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,
"9. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017",,,,,,,
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July",,,,,,,
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for",,,,,,,
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS",,,,,,,
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race",,,,,,,
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The",,,,,,,
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal",,,,,,,
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident",,,,,,,
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1",,,,,,,
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from",,,,,,,
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are",,,,,,,
April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population,,,,,,,
figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -,,,,,,,
