Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Pinellas County, FL",12103,Assault by unspecified means,Y09,10,924182,Unreliable
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,14,568324,Unreliable
,"Seminole County, FL",12117,Assault by other and unspecified firearm discharge,X95,12,413218,Unreliable
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,16,494748,Unreliable
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,10,154510,Unreliable
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,23,246896,9.3
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,34,258552,13.2
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,17,661913,Unreliable
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,84,676687,12.4
,"DeKalb County, GA",13089,Assault by sharp object,X99,11,676687,Unreliable
,"DeKalb County, GA",13089,Assault by unspecified means,Y09,10,676687,Unreliable
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,75,845181,8.9
,"Fulton County, GA",13121,Assault by sharp object,X99,11,845181,Unreliable
,"Fulton County, GA",13121,Assault by unspecified means,Y09,12,845181,Unreliable
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,31,740267,4.2
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,12,189464,Unreliable
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,13,196449,Unreliable
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,19,5165495,Unreliable
,"Cook County, IL",17031,"Assault by rifle, shotgun and larger firearm discharge",X94,11,5165495,Unreliable
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,476,5165495,9.2
,"Cook County, IL",17031,Assault by sharp object,X99,53,5165495,1
,"Cook County, IL",17031,Assault by unspecified means,Y09,44,5165495,0.9
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,11,183446,Unreliable
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,29,263445,11
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,16,650779,Unreliable
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,15,346314,Unreliable
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,63,491432,12.8
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,105,878515,12
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,13,265496,Unreliable
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,28,153689,18.2
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,34,715149,4.8
,"Jefferson County, KY",21111,Assault by unspecified means,Y09,12,715149,Unreliable
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,26,252740,10.3
,"Calcasieu Parish, LA",22019,Assault by other and unspecified firearm discharge,X95,11,185350,Unreliable
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,62,433474,14.3
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,65,426285,15.2
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,132,230172,57.3
,"St. Tammany Parish, LA",22103,Assault by other and unspecified firearm discharge,X95,16,223133,Unreliable
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,17,517698,Unreliable
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,34,793733,4.3
,"Baltimore County, MD",24005,Assault by sharp object,X99,11,793733,Unreliable
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,10,926492,Unreliable
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,106,852097,12.4
,"Prince George's County, MD",24033,Assault by sharp object,X99,14,852097,Unreliable
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,11,852097,Unreliable
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,189,621109,30.4
,"Baltimore city, MD",24510,Assault by sharp object,X99,26,621109,4.2
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,12,621109,Unreliable
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,13,461408,Unreliable
,"Middlesex County, MA",25017,Assault by other and unspecified firearm discharge,X95,14,1456528,Unreliable
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,46,687192,6.7
,"Suffolk County, MA",25025,Assault by sharp object,X99,10,687192,Unreliable
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,48,441164,10.9
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,12,595191,Unreliable
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,17,833328,Unreliable
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,25,1202256,2.1
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,24,205822,11.7
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,26,1932490,1.3
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,321,1932490,16.6
,"Wayne County, MI",26163,Assault by sharp object,X99,29,1932490,1.5
,"Wayne County, MI",26163,Assault by other specified means,Y08,31,1932490,1.6
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,48,1119507,4.3
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,13,174449,Unreliable
,"Hinds County, MS",28049,Assault by handgun discharge,X93,33,248989,13.3
,"Jackson County, MS",28059,Assault by other and unspecified firearm discharge,X95,12,132717,Unreliable
,"Jackson County, MO",29095,Assault by handgun discharge,X93,37,660539,5.6
,"Jackson County, MO",29095,"Assault by rifle, shotgun and larger firearm discharge",X94,17,660539,Unreliable
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,40,660539,6.1
,"Jackson County, MO",29095,Assault by unspecified means,Y09,13,660539,Unreliable
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,50,1002050,5
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,86,320131,26.9
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,20,493757,4.1
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,107,1803774,5.9
,"Clark County, NV",32003,Assault by sharp object,X99,10,1803774,Unreliable
,"Clark County, NV",32003,Assault by unspecified means,Y09,29,1803774,1.6
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,10,400453,Unreliable
,"Washoe County, NV",32031,"Assault by smoke, fire and flames",X97,11,400453,Unreliable
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,14,271759,Unreliable
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,25,513195,4.9
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,112,781027,14.3
,"Essex County, NJ",34013,Assault by sharp object,X99,10,781027,Unreliable
,"Essex County, NJ",34013,Assault by unspecified means,Y09,13,781027,Unreliable
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,16,613577,Unreliable
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,21,362840,5.8
,"Middlesex County, NJ",34023,Assault by other and unspecified firearm discharge,X95,10,786890,Unreliable
,"Monmouth County, NJ",34025,Assault by handgun discharge,X93,10,626934,Unreliable
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,12,492730,Unreliable
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,28,525153,5.3
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,15,628632,Unreliable
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,16,628632,Unreliable
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,95,1348164,7
,"Bronx County, NY",36005,Assault by sharp object,X99,27,1348164,2
,"Bronx County, NY",36005,Assault by unspecified means,Y09,12,1348164,Unreliable
,"Bronx County, NY",36005,Sequelae of assault,Y87.1,11,1348164,Unreliable
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,53,925564,5.7
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,144,2436132,5.9
,"Kings County, NY",36047,Assault by sharp object,X99,35,2436132,1.4
,"Kings County, NY",36047,Assault by unspecified means,Y09,15,2436132,Unreliable
,"Kings County, NY",36047,Sequelae of assault,Y87.1,10,2436132,Unreliable
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,36,738329,4.9
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,20,1324905,1.5
,"New York County, NY",36061,"Assault by hanging, strangulation and suffocation",X91,12,1578171,Unreliable
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,43,1578171,2.7
,"New York County, NY",36061,Assault by sharp object,X99,21,1578171,1.3
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,53,2173862,2.4
,"Queens County, NY",36081,Assault by sharp object,X99,20,2173862,0.9
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2173862,Unreliable
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,12,457577,Unreliable
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,20,1475626,1.4
,"Suffolk County, NY",36103,Assault by unspecified means,Y09,10,1475626,Unreliable
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,16,931426,Unreliable
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,18,307365,Unreliable
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,19,246929,Unreliable
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,12,332110,Unreliable
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,26,458792,5.7
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,64,831507,7.7
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,21,128894,16.3
,"Union County, NC",37179,Assault by other and unspecified firearm discharge,X95,11,172529,Unreliable
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,16,784038,Unreliable
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,85,1312816,6.5
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,16,1312816,Unreliable
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,15,1312816,Unreliable
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,79,1115924,7.1
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,21,804913,2.6
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,58,804913,7.2
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,17,446769,Unreliable
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,29,246112,11.8
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,36,543620,6.6
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,22,544660,4
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,20,690153,2.9
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,16,690153,Unreliable
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,31,575014,5.4
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,10,683767,Unreliable
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,79,1226025,6.4
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,11,401834,Unreliable
,"Bucks County, PA",42017,Assault by other and unspecified firearm discharge,X95,11,619544,Unreliable
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,10,260312,Unreliable
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,27,553806,4.9
,"Lancaster County, PA",42071,Assault by other and unspecified firearm discharge,X95,12,500922,Unreliable
,"Lehigh County, PA",42077,Assault by other and unspecified firearm discharge,X95,12,336794,Unreliable
,"Luzerne County, PA",42079,Assault by other and unspecified firearm discharge,X95,11,316837,Unreliable
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,333,1488710,22.4
,"Philadelphia County, PA",42101,Assault by sharp object,X99,21,1488710,1.4
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,14,1488710,Unreliable
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,15,631691,Unreliable
,"Berkeley County, SC",45015,Assault by other and unspecified firearm discharge,X95,13,159501,Unreliable
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,41,334826,12.2
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,15,415957,Unreliable
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,13,242194,Unreliable
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,27,357096,7.6
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,19,268898,Unreliable
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,52,597597,8.7
,"Davidson County, TN",47037,Assault by unspecified means,Y09,11,597597,Unreliable
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,14,321350,Unreliable
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,14,411785,Unreliable
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,117,920106,12.7
,"Shelby County, TN",47157,Assault by sharp object,X99,10,920106,Unreliable
,"Shelby County, TN",47157,Assault by unspecified means,Y09,23,920106,2.5
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,82,1573935,5.2
,"Bexar County, TX",48029,Assault by sharp object,X99,16,1573935,Unreliable
,"Bexar County, TX",48029,Assault by unspecified means,Y09,13,1573935,Unreliable
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,157,2275434,6.9
,"Dallas County, TX",48113,Assault by sharp object,X99,14,2275434,Unreliable
,"Dallas County, TX",48113,Assault by unspecified means,Y09,33,2275434,1.5
,"Denton County, TX",48121,Assault by other and unspecified firearm discharge,X95,10,584561,Unreliable
,"El Paso County, TX",48141,Assault by other and unspecified firearm discharge,X95,13,744795,Unreliable
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,15,490916,Unreliable
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,15,3807435,Unreliable
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,333,3807435,8.7
,"Harris County, TX",48201,Assault by sharp object,X99,33,3807435,0.9
,"Harris County, TX",48201,Assault by unspecified means,Y09,38,3807435,1
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,18,695352,Unreliable
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,10,245962,Unreliable
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,14,329113,Unreliable
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,39,1662005,2.3
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,12,1662005,Unreliable
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,15,925151,Unreliable
,"Webb County, TX",48479,Assault by other and unspecified firearm discharge,X95,20,229307,8.7
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,11,966798,Unreliable
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,14,298496,Unreliable
,"Fairfax County, VA",51059,Assault by other and unspecified firearm discharge,X95,11,1018981,Unreliable
,"Newport News city, VA",51700,Assault by handgun discharge,X93,14,183581,Unreliable
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,15,243406,Unreliable
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,45,198618,22.7
,"Virginia Beach city, VA",51810,Assault by handgun discharge,X93,13,437739,Unreliable
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,39,1822967,2.1
,"King County, WA",53033,Assault by sharp object,X99,13,1822967,Unreliable
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,22,763408,2.9
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,71,930263,7.6
---,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,
Query Parameters:,,,,,,,
Injury Intent: Homicide,,,,,,,
Year/Month: 2006,,,,,,,
Group By: County; Cause of death,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: Disabled,,,,,,,
Show Suppressed: False,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Oct 9, 2019 5:58:16 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as",,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 9, 2019 5:58:16 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
"1. Selections made to any variable in [ICD-10 Codes, Injury Intent] cause equivalent selections in the other variables. More",,,,,,,
Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables.,,,,,,,
"2. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,
not be available.,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,,
"2. Deaths for Allen Parish, Louisiana are under reported in years 2006 through 2008. See Caveats below for more information.",,,,,,,
---,,,,,,,
Caveats:,,,,,,,
"1. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,,
"2. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,,
"3. Deaths for Allen Parish, Louisiana (FIPS code 22003] in years 2006 through 2008 are under reported due to problems with",,,,,,,
registering the deaths with the Louisiana Vital Statistics Office.,,,,,,,
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,
5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,
24005).,,,,,,,
6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,
7. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,
"8. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017",,,,,,,
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July",,,,,,,
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for",,,,,,,
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS",,,,,,,
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race",,,,,,,
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The",,,,,,,
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal",,,,,,,
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident",,,,,,,
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1",,,,,,,
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from",,,,,,,
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are",,,,,,,
