Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,113,1943924,5.8
,"San Bernardino County, CA",6071,Assault by sharp object,X99,21,1943924,1.1
,"San Bernardino County, CA",6071,Assault by unspecified means,Y09,27,1943924,1.4
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,62,2938375,2.1
,"San Diego County, CA",6073,Assault by sharp object,X99,12,2938375,Unreliable
,"San Diego County, CA",6073,Assault by unspecified means,Y09,17,2938375,Unreliable
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,54,763016,7.1
,"San Mateo County, CA",6081,Assault by other and unspecified firearm discharge,X95,26,690078,3.8
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,22,1675312,1.3
,"Santa Clara County, CA",6085,Assault by sharp object,X99,13,1675312,Unreliable
,"Solano County, CA",6095,Assault by handgun discharge,X93,14,408181,Unreliable
,"Solano County, CA",6095,Assault by other and unspecified firearm discharge,X95,10,408181,Unreliable
,"Stanislaus County, CA",6099,Assault by other and unspecified firearm discharge,X95,10,500020,Unreliable
,"Tulare County, CA",6107,Assault by handgun discharge,X93,11,407970,Unreliable
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,30,407970,7.4
,"Ventura County, CA",6111,Assault by other and unspecified firearm discharge,X95,12,794197,Unreliable
,"Adams County, CO",8001,Assault by other and unspecified firearm discharge,X95,11,395146,Unreliable
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,17,524466,Unreliable
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,28,551691,5.1
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,14,897653,Unreliable
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,21,878081,2.4
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,20,847162,2.4
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,25,523343,4.8
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,137,567136,24.2
,"District of Columbia, DC",11001,Assault by sharp object,X99,12,567136,Unreliable
,"District of Columbia, DC",11001,Assault by unspecified means,Y09,17,567136,Unreliable
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,12,529907,Unreliable
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,52,1746896,3
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,61,828988,7.4
,"Duval County, FL",12031,Assault by sharp object,X99,14,828988,Unreliable
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,12,1143154,Unreliable
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,14,1143154,Unreliable
,"Hillsborough County, FL",12057,Assault by sharp object,X99,11,1143154,Unreliable
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,11,555029,Unreliable
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,131,2385872,5.5
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,19,2385872,Unreliable
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,51,1053341,4.8
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,60,1278380,4.7
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,27,929426,2.9
,"Pinellas County, FL",12103,Assault by unspecified means,Y09,12,929426,Unreliable
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,11,547373,Unreliable
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,14,486297,Unreliable
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,24,154003,15.6
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,23,242242,9.5
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,16,256292,Unreliable
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,37,646754,5.7
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,51,668998,7.6
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,88,818737,10.7
,"Fulton County, GA",13121,Assault by sharp object,X99,11,818737,Unreliable
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,26,710978,3.7
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,15,186543,Unreliable
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,13,195837,Unreliable
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,24,5207615,0.5
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,425,5207615,8.2
,"Cook County, IL",17031,Assault by sharp object,X99,62,5207615,1.2
,"Cook County, IL",17031,Assault by unspecified means,Y09,58,5207615,1.1
,"Cook County, IL",17031,Sequelae of assault,Y87.1,10,5207615,Unreliable
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,10,182868,Unreliable
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,18,261255,Unreliable
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,13,627610,Unreliable
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,20,286178,7
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,18,343238,Unreliable
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,67,489530,13.7
,"Marion County, IN",18097,Assault by handgun discharge,X93,11,873310,Unreliable
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,77,873310,8.8
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,11,264863,Unreliable
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,12,467113,Unreliable
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,24,154356,15.5
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,50,710018,7
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,35,249593,14
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,52,413812,12.6
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,44,456554,9.6
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,192,494294,38.8
,"Orleans Parish, LA",22071,Assault by sharp object,X99,13,494294,Unreliable
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,12,516171,Unreliable
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,37,789110,4.7
,"Baltimore County, MD",24005,Assault by sharp object,X99,10,789110,Unreliable
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,20,921531,2.2
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,128,853271,15
,"Prince George's County, MD",24033,Assault by sharp object,X99,15,853271,Unreliable
,"Baltimore city, MD",24510,"Assault by hanging, strangulation and suffocation",X91,11,621560,Unreliable
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,180,621560,29
,"Baltimore city, MD",24510,Assault by sharp object,X99,20,621560,3.2
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,15,621560,Unreliable
,"Bristol County, MA",25005,Assault by other and unspecified firearm discharge,X95,10,545437,Unreliable
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,18,461147,Unreliable
,"Middlesex County, MA",25017,Assault by other and unspecified firearm discharge,X95,10,1454868,Unreliable
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,46,686600,6.7
,"Suffolk County, MA",25025,Assault by sharp object,X99,15,686600,Unreliable
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,39,442508,8.8
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,10,592210,Unreliable
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,33,1203253,2.7
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,23,207368,11.1
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,16,1960263,Unreliable
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,294,1960263,15
,"Wayne County, MI",26163,Assault by sharp object,X99,38,1960263,1.9
,"Wayne County, MI",26163,Assault by other specified means,Y08,16,1960263,Unreliable
,"Beltrami County, MN",27007,Assault by other and unspecified firearm discharge,X95,10,42700,Unreliable
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,43,1117015,3.8
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,10,497560,Unreliable
,"Ramsey County, MN",27123,Assault by unspecified means,Y09,10,497560,Unreliable
,"Hinds County, MS",28049,Assault by handgun discharge,X93,26,247370,10.5
,"Hinds County, MS",28049,Assault by sharp object,X99,11,247370,Unreliable
,"Jackson County, MS",28059,Assault by other and unspecified firearm discharge,X95,10,137913,Unreliable
,"Jackson County, MO",29095,Assault by handgun discharge,X93,40,658592,6.1
,"Jackson County, MO",29095,"Assault by rifle, shotgun and larger firearm discharge",X94,14,658592,Unreliable
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,40,658592,6.1
,"Jackson County, MO",29095,Assault by unspecified means,Y09,10,658592,Unreliable
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,55,1004109,5.5
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,63,324945,19.4
,"St. Louis city, MO",29510,Assault by unspecified means,Y09,11,324945,Unreliable
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,23,488114,4.7
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,94,1729522,5.4
,"Clark County, NV",32003,Assault by sharp object,X99,21,1729522,1.2
,"Clark County, NV",32003,Assault by unspecified means,Y09,14,1729522,Unreliable
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,10,392716,Unreliable
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,27,511982,5.3
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,124,786341,15.8
,"Essex County, NJ",34013,Assault by sharp object,X99,10,786341,Unreliable
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,24,614664,3.9
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,22,362015,6.1
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,12,493600,Unreliable
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,18,526161,Unreliable
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,21,615320,3.4
,"Bernalillo County, NM",35001,Assault by sharp object,X99,10,615320,Unreliable
,"Bronx County, NY",36005,"Assault by hanging, strangulation and suffocation",X91,11,1351736,Unreliable
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,77,1351736,5.7
,"Bronx County, NY",36005,Assault by sharp object,X99,36,1351736,2.7
,"Bronx County, NY",36005,Assault by unspecified means,Y09,10,1351736,Unreliable
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,41,931745,4.4
,"Kings County, NY",36047,"Assault by hanging, strangulation and suffocation",X91,10,2445809,Unreliable
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,141,2445809,5.8
,"Kings County, NY",36047,Assault by sharp object,X99,42,2445809,1.7
,"Kings County, NY",36047,Assault by unspecified means,Y09,11,2445809,Unreliable
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,37,738506,5
,"Monroe County, NY",36055,Assault by sharp object,X99,14,738506,Unreliable
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,11,1332318,Unreliable
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,43,1573573,2.7
,"New York County, NY",36061,Assault by sharp object,X99,21,1573573,1.3
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,69,2185222,3.2
,"Queens County, NY",36081,Assault by sharp object,X99,22,2185222,1
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2185222,Unreliable
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,13,457028,Unreliable
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,14,1477687,Unreliable
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,11,933401,Unreliable
,"Columbus County, NC",37047,Assault by other and unspecified firearm discharge,X95,13,55155,Unreliable
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,15,303695,Unreliable
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,28,241785,11.6
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,12,325065,Unreliable
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,19,448192,Unreliable
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,60,798701,7.5
,"Mecklenburg County, NC",37119,Assault by sharp object,X99,15,798701,Unreliable
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,23,127885,18
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,20,746048,2.7
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,68,1330612,5.1
,"Cuyahoga County, OH",39035,"Assault by smoke, fire and flames",X97,10,1330612,Unreliable
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,20,1330612,1.5
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,82,1105497,7.4
,"Franklin County, OH",39049,Assault by sharp object,X99,10,1105497,Unreliable
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,32,810352,3.9
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,37,810352,4.6
,"Hamilton County, OH",39061,Assault by unspecified means,Y09,10,810352,Unreliable
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,18,449224,Unreliable
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,19,247702,Unreliable
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,28,546979,5.1
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,15,545029,Unreliable
,"Trumbull County, OH",39155,Assault by other and unspecified firearm discharge,X95,11,217926,Unreliable
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,31,683299,4.5
,"Oklahoma County, OK",40109,Assault by unspecified means,Y09,10,683299,Unreliable
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,36,568199,6.3
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,11,674862,Unreliable
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,74,1234787,6
,"Allegheny County, PA",42003,Assault by sharp object,X99,12,1234787,Unreliable
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,16,395933,Unreliable
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,10,257673,Unreliable
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,30,552153,5.4
,"Montgomery County, PA",42091,Assault by other and unspecified firearm discharge,X95,15,779401,Unreliable
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,279,1490861,18.7
,"Philadelphia County, PA",42101,Assault by sharp object,X99,32,1490861,2.1
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,18,1490861,Unreliable
,"York County, PA",42133,Assault by other and unspecified firearm discharge,X95,10,409066,Unreliable
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,19,635060,Unreliable
,"Anderson County, SC",45007,Assault by other and unspecified firearm discharge,X95,14,175467,Unreliable
,"Berkeley County, SC",45015,Assault by other and unspecified firearm discharge,X95,10,153489,Unreliable
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,19,331589,Unreliable
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,13,405608,Unreliable
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,14,229899,Unreliable
,"Orangeburg County, SC",45075,Assault by other and unspecified firearm discharge,X95,10,92197,Unreliable
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,21,349003,6
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,22,264481,8.3
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,67,589787,11.4
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,14,317901,Unreliable
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,13,404234,Unreliable
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,133,913201,14.6
,"Shelby County, TN",47157,Assault by sharp object,X99,12,913201,Unreliable
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,15,266017,Unreliable
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,55,1529270,3.6
,"Bexar County, TX",48029,Assault by sharp object,X99,19,1529270,Unreliable
,"Bexar County, TX",48029,Assault by unspecified means,Y09,17,1529270,Unreliable
,"Brazoria County, TX",48039,Assault by other and unspecified firearm discharge,X95,11,274336,Unreliable
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,14,2250830,Unreliable
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,154,2250830,6.8
,"Dallas County, TX",48113,Assault by sharp object,X99,15,2250830,Unreliable
,"Dallas County, TX",48113,Assault by unspecified means,Y09,45,2250830,2
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,10,462953,Unreliable
,"Galveston County, TX",48167,Assault by other and unspecified firearm discharge,X95,12,274806,Unreliable
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,27,3681829,0.7
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,282,3681829,7.7
,"Harris County, TX",48201,Assault by sharp object,X99,42,3681829,1.1
,"Harris County, TX",48201,Assault by unspecified means,Y09,24,3681829,0.7
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,17,674982,Unreliable
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,17,250849,Unreliable
,"Smith County, TX",48423,Assault by other and unspecified firearm discharge,X95,10,191362,Unreliable
,"Starr County, TX",48427,Assault by other and unspecified firearm discharge,X95,11,58284,Unreliable
,"Tarrant County, TX",48439,Assault by handgun discharge,X93,16,1612048,Unreliable
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,50,1612048,3.1
,"Tarrant County, TX",48439,Assault by sharp object,X99,12,1612048,Unreliable
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,10,1612048,Unreliable
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,11,891266,Unreliable
,"Webb County, TX",48479,Assault by other and unspecified firearm discharge,X95,20,223703,8.9
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,12,947963,Unreliable
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,12,289998,Unreliable
,"Fairfax County, VA",51059,Assault by other and unspecified firearm discharge,X95,12,1019490,Unreliable
,"Henrico County, VA",51087,Assault by other and unspecified firearm discharge,X95,15,286441,Unreliable
,"Chesapeake city, VA",51550,Assault by handgun discharge,X93,10,215128,Unreliable
,"Hampton city, VA",51650,Assault by handgun discharge,X93,11,141314,Unreliable
,"Newport News city, VA",51700,Assault by handgun discharge,X93,11,183651,Unreliable
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,35,239650,14.6
,"Portsmouth city, VA",51740,Assault by handgun discharge,X93,18,98069,Unreliable
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,60,197465,30.4
,"Virginia Beach city, VA",51810,Assault by handgun discharge,X93,13,436210,Unreliable
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,31,1795268,1.7
,"King County, WA",53033,Assault by sharp object,X99,12,1795268,Unreliable
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,12,748148,Unreliable
,"Yakima County, WA",53077,Assault by other and unspecified firearm discharge,X95,11,228570,Unreliable
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,87,932540,9.3
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,17,932540,Unreliable
,"Milwaukee County, WI",55079,Assault by sharp object,X99,15,932540,Unreliable
---,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,
Query Parameters:,,,,,,,
Injury Intent: Homicide,,,,,,,
Year/Month: 2005,,,,,,,
Group By: County; Cause of death,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: Disabled,,,,,,,
Show Suppressed: False,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Oct 9, 2019 5:57:48 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as",,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 9, 2019 5:57:48 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
"1. Selections made to any variable in [ICD-10 Codes, Injury Intent] cause equivalent selections in the other variables. More",,,,,,,
Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables.,,,,,,,
"2. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,
not be available.,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,,
---,,,,,,,
Caveats:,,,,,,,
"1. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,,
"2. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,,
"3. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,
4. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,
24005).,,,,,,,
5. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,
6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,
"7. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017",,,,,,,
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July",,,,,,,
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for",,,,,,,
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS",,,,,,,
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race",,,,,,,
