Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,90,795048,11.3
,"Prince George's County, MD",24033,Assault by sharp object,X99,10,795048,Unreliable
,"Baltimore city, MD",24510,"Assault by rifle, shotgun and larger firearm discharge",X94,12,657441,Unreliable
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,215,657441,32.7
,"Baltimore city, MD",24510,Assault by sharp object,X99,14,657441,Unreliable
,"Baltimore city, MD",24510,Assault by blunt object,Y00,14,657441,Unreliable
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,14,455391,Unreliable
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,15,689109,Unreliable
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,24,434409,5.5
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,18,783828,Unreliable
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,34,1188498,2.9
,"Wayne County, MI",26163,"Assault by hanging, strangulation and suffocation",X91,18,2072114,Unreliable
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,22,2072114,1.1
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,329,2072114,15.9
,"Wayne County, MI",26163,"Assault by smoke, fire and flames",X97,11,2072114,Unreliable
,"Wayne County, MI",26163,Assault by sharp object,X99,27,2072114,1.3
,"Wayne County, MI",26163,Assault by other specified means,Y08,20,2072114,1
,"Wayne County, MI",26163,Assault by unspecified means,Y09,23,2072114,1.1
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,28,1109634,2.5
,"Hennepin County, MN",27053,Assault by unspecified means,Y09,11,1109634,Unreliable
,"Hinds County, MS",28049,Assault by handgun discharge,X93,30,250823,12
,"Jackson County, MO",29095,Assault by handgun discharge,X93,37,654073,5.7
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,38,654073,5.8
,"Jackson County, MO",29095,Assault by sharp object,X99,10,654073,Unreliable
,"Jackson County, MO",29095,Assault by unspecified means,Y09,18,654073,Unreliable
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,24,1016040,2.4
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,71,350156,20.3
,"St. Louis city, MO",29510,Assault by sharp object,X99,12,350156,Unreliable
,"St. Louis city, MO",29510,Assault by unspecified means,Y09,15,350156,Unreliable
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,19,460798,Unreliable
,"Clark County, NV",32003,Assault by handgun discharge,X93,26,1321254,2
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,48,1321254,3.6
,"Clark County, NV",32003,Assault by sharp object,X99,16,1321254,Unreliable
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,24,509410,4.7
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,61,789678,7.7
,"Essex County, NJ",34013,Assault by sharp object,X99,13,789678,Unreliable
,"Essex County, NJ",34013,Assault by unspecified means,Y09,16,789678,Unreliable
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,11,488131,Unreliable
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,27,553002,4.9
,"Bernalillo County, NM",35001,Assault by sharp object,X99,11,553002,Unreliable
,"Bernalillo County, NM",35001,Assault by unspecified means,Y09,10,553002,Unreliable
,"Bronx County, NY",36005,"Assault by hanging, strangulation and suffocation",X91,10,1317895,Unreliable
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,88,1317895,6.7
,"Bronx County, NY",36005,Assault by sharp object,X99,24,1317895,1.8
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,11,952546,Unreliable
,"Kings County, NY",36047,"Assault by hanging, strangulation and suffocation",X91,17,2447352,Unreliable
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,175,2447352,7.2
,"Kings County, NY",36047,Assault by sharp object,X99,48,2447352,2
,"Kings County, NY",36047,Assault by other specified means,Y08,18,2447352,Unreliable
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,22,733679,3
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,22,1330815,1.7
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,63,1535624,4.1
,"New York County, NY",36061,Assault by sharp object,X99,19,1535624,Unreliable
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,62,2208975,2.8
,"Queens County, NY",36081,Assault by sharp object,X99,25,2208975,1.1
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2208975,Unreliable
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,11,437814,Unreliable
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,12,1406161,Unreliable
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,11,918532,Unreliable
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,16,301608,Unreliable
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,13,219811,Unreliable
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,16,303630,Unreliable
,"Gaston County, NC",37071,Assault by other and unspecified firearm discharge,X95,13,189127,Unreliable
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,20,416459,4.8
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,62,682071,9.1
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,20,122514,16.3
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,17,612728,Unreliable
,"Wayne County, NC",37191,Assault by other and unspecified firearm discharge,X95,10,113176,Unreliable
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,48,1399752,3.4
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,15,1399752,Unreliable
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,38,1061223,3.6
,"Franklin County, OH",39049,Assault by unspecified means,Y09,11,1061223,Unreliable
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,15,849917,Unreliable
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,29,259145,11.2
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,36,561944,6.4
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,40,657182,6.1
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,35,561682,6.2
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,14,657740,Unreliable
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,48,1287247,3.7
,"Allegheny County, PA",42003,Assault by other specified means,Y08,13,1287247,Unreliable
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,13,550820,Unreliable
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,241,1520064,15.9
,"Philadelphia County, PA",42101,Assault by sharp object,X99,18,1520064,Unreliable
,"Philadelphia County, PA",42101,Assault by other specified means,Y08,23,1520064,1.5
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,13,1520064,Unreliable
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,18,616607,Unreliable
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,13,309247,Unreliable
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,14,374851,Unreliable
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,24,318034,7.5
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,13,251886,Unreliable
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,43,567251,7.6
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,11,306915,Unreliable
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,16,380010,Unreliable
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,90,893826,10.1
,"Shelby County, TN",47157,Assault by sharp object,X99,18,893826,Unreliable
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,50,1378688,3.6
,"Bexar County, TX",48029,Assault by sharp object,X99,11,1378688,Unreliable
,"Bexar County, TX",48029,Assault by other specified means,Y08,22,1378688,1.6
,"Bexar County, TX",48029,Assault by unspecified means,Y09,13,1378688,Unreliable
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,11,2197658,Unreliable
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,135,2197658,6.1
,"Dallas County, TX",48113,Assault by sharp object,X99,14,2197658,Unreliable
,"Dallas County, TX",48113,Assault by unspecified means,Y09,24,2197658,1.1
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,13,3359671,Unreliable
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,17,3359671,Unreliable
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,208,3359671,6.2
,"Harris County, TX",48201,Assault by sharp object,X99,24,3359671,0.7
,"Harris County, TX",48201,Assault by unspecified means,Y09,23,3359671,0.7
,"McLennan County, TX",48309,Assault by other and unspecified firearm discharge,X95,11,211548,Unreliable
,"Montgomery County, TX",48339,Assault by other and unspecified firearm discharge,X95,18,284271,Unreliable
,"Smith County, TX",48423,Assault by other and unspecified firearm discharge,X95,10,172758,Unreliable
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,52,1422372,3.7
,"Tarrant County, TX",48439,Assault by sharp object,X99,12,1422372,Unreliable
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,19,1422372,Unreliable
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,15,788500,Unreliable
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,19,891116,Unreliable
,"Chesapeake city, VA",51550,Assault by handgun discharge,X93,10,196035,Unreliable
,"Newport News city, VA",51700,Assault by handgun discharge,X93,10,180224,Unreliable
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,20,233497,8.6
,"Portsmouth city, VA",51740,Assault by handgun discharge,X93,12,100794,Unreliable
,"Richmond city, VA",51760,Assault by handgun discharge,X93,14,199145,Unreliable
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,37,199145,18.6
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,32,1729058,1.9
,"King County, WA",53033,Assault by sharp object,X99,10,1729058,Unreliable
,"King County, WA",53033,Assault by other specified means,Y08,10,1729058,Unreliable
,"Pierce County, WA",53053,Assault by handgun discharge,X93,13,692662,Unreliable
,"Kanawha County, WV",54039,Assault by other and unspecified firearm discharge,X95,10,201309,Unreliable
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,87,940529,9.3
,"Milwaukee County, WI",55079,Assault by sharp object,X99,14,940529,Unreliable
---,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,
Query Parameters:,,,,,,,
Injury Intent: Homicide,,,,,,,
Year/Month: 1999,,,,,,,
Group By: County; Cause of death,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: Disabled,,,,,,,
Show Suppressed: False,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Oct 9, 2019 5:54:34 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as",,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 9, 2019 5:54:34 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
"1. Selections made to any variable in [ICD-10 Codes, Injury Intent] cause equivalent selections in the other variables. More",,,,,,,
Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables.,,,,,,,
"2. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,
not be available.,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,,
---,,,,,,,
Caveats:,,,,,,,
"1. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,,
"2. Data for Denali Borough, Alaska (FIPS code 02068) are only available for 2003 and later; for computational purposes, counts",,,,,,,
"and population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do",,,,,,,
"not include any data for years prior to 2003, only data for 2003 and later. More information:",,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Denali Borough.,,,,,,,
"3. Data for Broomfield, Colorado (FIPS code 08014) are only available for 2003 and later; for computational purposes, counts and",,,,,,,
"population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not",,,,,,,
"include any data for years prior to 2003, only data for 2003 and later. More information:",,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Broomfield.,,,,,,,
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,
5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,
24005).,,,,,,,
6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,
7. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,
"8. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017",,,,,,,
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July",,,,,,,
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for",,,,,,,
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS",,,,,,,
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race",,,,,,,
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The",,,,,,,
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal",,,,,,,
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident",,,,,,,
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1",,,,,,,
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from",,,,,,,
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are",,,,,,,
April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population,,,,,,,
figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -,,,,,,,
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time",,,,,,,
of release.,,,,,,,
9. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group.,,,,,,,
10. Changes to cause of death classification affect reporting trends. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes.,,,,,,,
